cantica;canto;cum_verse_number;verse_number;verse_start;verse_end;text;author;style;temperature;prompt
1;14;1801;45;45;45;All'entrata della porta incontrò uscendo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1802;46;46;46;Chi è quella persona importante che sembra non preoccuparsi;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1803;47;47;47;Il fuoco brucia e si accascia arrabbiato e contorto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1804;48;48;48;Sì che la pioggia non sembra tormentarti?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1805;49;49;49;E quell'uomo, che si è reso conto;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1806;50;50;50;che stavo chiedendo al mio accompagnatore di lui;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1807;51;51;51;Gridò: Sono morto come ero vivo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1808;52;52;52;Se Giove stancasse il suo fabbro da cui;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1809;53;53;53;Arrabbiato prese il fulmine affilato.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1810;54;54;54;dove fui colpito l'ultimo giorno;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1811;55;55;55;se gli altri si stancano facilmente;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1812;56;56;56;sull'Etna c'è la fumarola nera.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1813;57;57;57;chiamando Buon Vulcano, per favore, aiutami, aiutami!;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1814;58;58;58;come fece nella battaglia di Flegra.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1815;59;59;59;Mi colpì con tutta la sua potenza.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1816;60;60;60;Non potrebbe ottenere vendetta felice.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1817;61;61;61;Quindi il mio duca ha parlato di forza.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1818;62;62;62;così tanto forte non l'avevo mai sentito.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1819;63;63;63;Oh Capaneo, in ciò che non si spegne;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1820;64;64;64;La tua arroganza ti fa ricevere una punizione maggiore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1821;65;65;65;nessun martirio, tranne la tua rabbia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1822;66;66;66;Il tuo dolore sarebbe il compito della tua rabbia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1823;67;67;67;Poi si rivolse a me con un sorriso migliore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1824;68;68;68;dicendo: Quello era uno dei sette re.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1826;70;70;70;Dio sembra arrabbiato e sembra che non apprezzi molto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1827;71;71;71;Ma, come gli ho detto io, i suoi atteggiamenti spregevoli.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1828;72;72;72;Sul suo petto ci sono molti distintivi meritati.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1829;73;73;73;Ora mi segue e assicurati di non mettere niente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1830;74;74;74;Ancora, i piedi nella sabbia arida.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1831;75;75;75;Ma tiene sempre i piedi stretti nel bosco.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1832;76;76;76;Diventammo silenziosi fino a quando arrivammo dove c'era molta gente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1833;77;77;77;Fuori dalla foresta c'era un piccolo ruscello.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1834;78;78;78;Il suo rossore ancora mi fa rabbrividire.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1835;79;79;79;Quale ruscello esce dal Bulicame?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1836;80;80;80;le donne peccatrici che poi partono tra di loro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1837;81;81;81;Andava giù sulla spiaggia quel.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1838;82;82;82;Il suo fondo e entrambe le pendici;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1839;83;83;83;Era fatta di pietra, con i bordi affilati.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1840;84;84;84;Per questo mi resi conto che il passaggio era libero.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1841;85;85;85;Tra tutto il resto che ti ho mostrato,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1842;86;86;86;dopo che siamo entrati dalla porta;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1843;87;87;87;Il cui sogno è negato a nessuno.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1844;88;88;88;Cosa non videro i tuoi occhi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1845;89;89;89;importante come è questo fiume attuale;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1846;90;90;90;che sopra di sé ha spento tutte le fiammelle.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1847;91;91;91;Queste parole sono state dette dal mio duca.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1848;92;92;92;Ho chiesto gentilmente che mi desse del cibo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1849;93;93;93;di cui avevo desiderio di ricevere generosamente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1850;94;94;94;Nel mezzo del mare c'è un paese in rovina.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1851;95;95;95;Dissero allora che si chiama Creta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1852;96;96;96;sotto il cui regno il mondo era già puro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1853;97;97;97;C'è una montagna che un tempo era felice;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1854;98;98;98;di acqua e foglie, chiamato Ida;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1855;99;99;99;Ora è deserta come se fosse proibita.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1856;100;100;100;Rëa la scelse da subito come fedele culla.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1857;101;101;101;del suo bambino, e per nasconderlo meglio,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1858;102;102;102;Quando piangeva, vi faceva fare le urla.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1859;103;103;103;Nel monte c'è un grande vecchio in piedi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1860;104;104;104;che spesso gira le spalle verso Dammiata;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1861;105;105;105;Roma si riflette come il suo specchio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1862;106;106;106;La sua testa è fatta d'oro puro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1863;107;107;107;Le braccia e il petto sono fatti di puro argento.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1864;108;108;108;Poi diventa di rame fino alla biforcazione.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1865;109;109;109;Da lì in poi è tutto ferro selezionato.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1866;110;110;110;tranne il piede destro che è di terracotta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1867;111;111;111;E sta più dritto su quello, rispetto all'altro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1868;112;112;112;Ogni parte, tranne l'oro, è danneggiata.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1869;113;113;113;da una fessura che lacrima gocciola.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1870;114;114;114;Le quali, una volta accolte, entrarono nella grotta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1871;115;115;115;Il loro corso in questa valle si sgretola.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1872;116;116;116;Creano Acheronte, Stige e Flegetonte.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1873;117;117;117;poi scendono lungo questa stretta discesa.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1874;118;118;118;Infine, dove non si scende più.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1876;120;120;120;Lo vedrai, ma qui non si tiene conto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1877;121;121;121;E io gli dissi: Se l'attuale ruscello;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1878;122;122;122;Proviene quindi dal nostro mondo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1879;123;123;123;Perché ci sembra così complicato questo boschetto?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1880;124;124;124;Lui mi disse: Sai che il posto è rotondo;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1881;125;125;125;E tutto quello che sei venuto molto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1882;126;126;126;verso sinistra, scendendo verso il basso,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1883;127;127;127;Non sei ancora girato completamente intorno al cerchio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1884;128;128;128;Perché, se qualcosa sembra nuova,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1885;129;129;129;Non devi stupirti sul tuo viso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1886;130;130;130;E io ancora chiedo: Maestro, dove si trova?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1887;131;131;131;Flegetonta e Letè? Perché uno rimane in silenzio?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1888;132;132;132;L'altro giorno ha detto che si sta facendo questa pioggia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1889;133;133;133;Mi piaci sicuramente con tutte le tue domande.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1890;134;134;134;rispose, ma il ribollire dell'acqua rossa;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1891;135;135;135;Dovevi risolvere bene ciò che stavi facendo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1892;136;136;136;Vedrai l'estate, ma al di fuori di questa buca.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1893;137;137;137;dove le anime vanno a purificarsi;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1894;138;138;138;Quando il pentimento cancella la colpa.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1895;139;139;139;Poi disse: Ora è il momento di allontanarsi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1897;141;141;141;I margini vengono puliti, non bruciati.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;14;1898;142;142;142;E sopra di loro si spegne ogni vapore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1899;1;1;1;Ora ci porta lungo uno dei bordi scoscesi;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1900;2;2;2;e il fumo del torrente sopra ombreggia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1901;3;3;3;In modo che l'acqua e gli argini siano protetti dal fuoco.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1902;4;4;4;Quali abitanti delle Fiandre tra Guizzante e Bruges,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1903;5;5;5;avendo paura dell'onda che si avvicina verso di loro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1904;6;6;6;Fanno lo schermo perché il mare si allontana.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1905;7;7;7;e lungo la Brenta quali Padoan.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1906;8;8;8;per proteggere le loro città e i loro castelli;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1907;9;9;9;piuttosto che Carentana senta il caldo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1908;10;10;10;Questo era ciò che immaginavano.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1909;11;11;11;tutto ciò che non è troppo alto né troppo grosso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1910;12;12;12;Qualunque cosa fosse, il maestro lo fece.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1911;13;13;13;Eravamo già usciti dalla selva.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1912;14;14;14;Così tanto che non avrei visto dove era.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1913;15;15;15;perché mi fossi girato indietro;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1914;16;16;16;quando incontrammo un gruppo di anime;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1915;17;17;17;che stavano camminando lungo il bordo del fiume, ognuna;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1916;18;18;18;Ci guardava come di solito fa la sera.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1917;19;19;19;Guardare qualcuno sotto la luna nuova.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1918;20;20;20;E ci guardavano attentamente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1919;21;21;21;Come un vecchio sarto fa con l'ago.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1920;22;22;22;Notato da quella famiglia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1921;23;23;23;Sono stato riconosciuto da una persona che mi ha preso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1922;24;24;24;Sul bordo, gridò: Che meraviglia!;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1923;25;25;25;E io, quando mi tendeva il suo braccio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1924;26;26;26;Guarda attentamente il viso bruciato.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1925;27;27;27;così che il volto bruciato non si difese;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1926;28;28;28;la sua conoscenza nella mia mente;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1927;29;29;29;e inclinando la mano verso il suo viso;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1928;30;30;30;Ho risposto: Tu sei qui, ser Brunetto?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1929;31;31;31;E quelli: Figlio mio, non ti preoccupare;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1930;32;32;32;se Brunetto Latino è un po' con te;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1931;33;33;33;Torna indietro e lascia che la traccia segua il suo corso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1932;34;34;34;Gli dissi: Quanto posso, vengo subito.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1933;35;35;35;e se volete che mi sieda con voi,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1934;36;36;36;Farò, se a lui piace andare insieme.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1935;37;37;37;O figlio, disse, chi di questa mandria;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1936;38;38;38;si ferma improvvisamente, rimane immobile per cento anni;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1937;39;39;39;Non bruciarsi quando il fuoco lo tocca.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1938;40;40;40;Ma non è tutto: verrò a trovarti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1939;41;41;41;e poi mi riunirò al mio gruppo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1940;42;42;42;che piange per i suoi danni eterni.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1941;43;43;43;Non avevo il coraggio di scendere dalla strada.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1943;45;45;45;Teneva come un uomo che cammina con rispetto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1944;46;46;46;Lui iniziò dicendo: Che fortuna o destino;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1945;47;47;47;Il giorno finale qui ti porta giù?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1946;48;48;48;Chi è questo che indica la strada?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1947;49;49;49;Lassù, nella vita tranquilla,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1948;50;50;50;Gli risposi che mi sono perso in una valle.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1949;51;51;51;prima che io diventassi adulto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1950;52;52;52;Questa mattina le ho dato le spalle.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1951;53;53;53;Mi è apparso quando sono tornato lì.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1952;54;54;54;Mi riporta a casa per questa strada.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1953;55;55;55;E lui mi disse: Se segui la tua stella,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1954;56;56;56;Non puoi sbagliare nel raggiungere un porto glorioso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1955;57;57;57;Se ho capito bene nella vita bella;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1956;58;58;58;Se non fossi morto così presto,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1957;59;59;59;Guardando il cielo così gentile verso di te,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1958;60;60;60;Ti avrei dato conforto durante il lavoro.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1959;61;61;61;Ma quella gente ingrata e malvagia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1960;62;62;62;che scese da Fiesole da tempi antichi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1961;63;63;63;e ha ancora un po' di montagna e di masso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1962;64;64;64;Ti si renderanno nemici per fare del bene.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1963;65;65;65;ed è giusto, perché tra i scherzi si sorbano;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1964;66;66;66;Non conviene mangiare il fico dolce.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1965;67;67;67;Un'antica reputazione li definisce ciechi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1966;68;68;68;La gente è avara, invidiosa e superba.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1967;69;69;69;Migliora te stesso seguendo il loro esempio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1968;70;70;70;La tua fortuna ti riserva tanto onore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1969;71;71;71;che entrambe le parti saranno affamate;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1971;73;73;73;Le bestie fiesolane distruggano tutto;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;15;1972;74;74;74;di loro stessi, e non toccare la pianta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
