cantica;canto;verse;text;author
1;9;70-72;"Shatters the branches, beats them down, | And carries them away; full of dust | It goes proudly on and makes the beasts flee.";durling
1;9;73-75;He loosed my eyes and said: | “Now direct your beam of sight | Out over that ancient foam, There where the smoke is darkest.”;durling
1;9;76-78; | Like frogs before the enemy snake, | Who scatter themselves through the water, Until each huddles on the bottom:;durling
1;9;79-81; | So saw I more than a thousand shattered souls | Fleeing before one who was walking across Styx with dry feet.;durling
1;9;82-84;From his face he was moving that greasy air, | Waving his left hand before him frequently, | And only of that discomfort did he seem weary.;durling
1;9;85-87;Well did I perceive that he was sent from Heaven, | And I turned to my master, who made a sign | That I should stand still and bow to him.;durling
1;9;88-90;Ah, how full of disdain he seemed to me! | He came to the gate and with a little wand | He opened it, for nothing held it.;durling
1;9;91-93;“O driven forth from Heaven, despised people,” | He began on the horrid threshold, | “How is this overweening nursed in you?;durling
1;9;94-96;Why do you kick back against that Will | Whose ends can never be cut short | And which has many times increased your suffering?;durling
1;9;97-99;What is the good of butting against fate? | Your Cerberus, if you remember, | Still has his chin and gullet stripped because of it.”;durling
1;9;100-102;"Then he turned back along the filthy way | And said not a word to us; | He had the look of a man Whom other cares urge and gnaw";durling
1;9;103-105;" | More than his who stands before him; | And we directed our feet toward the city, Unafraid after the holy words.";durling
1;9;106-108;" | We entered in without any battle; | And I, eager to examine what lay inside,";durling
1;9;109-111;"As soon as I was within, cast my eyes around; | I saw on every hand a broad plain, | Full of grief and harsh torments.";durling
1;9;112-114;As at Arles, where the Rhone makes its delta, | As at Pola, near the Carnaro | That encloses Italy and bathes its boundaries,;durling
1;9;115-117;Tombs variegate the place, so they did here, | Except that the manner was more bitter: | Among the tombs flames were scattered,;durling
1;9;118-120;By which they were so entirely fired | That no art asks for iron that is hotter. | ;durling
1;9;121-123;All their covers were lifted, And from them came forth laments so grievous | That they surely seemed those of wretches suffering within. | ;durling
1;9;124-126;And I: “Master, Who are the people buried within these arks, | Who make themselves heard | With anguished sighs?”;durling
1;9;127-129;And he to me: “Here are the chiefs of heresies | With their followers, of every sect, | And much more than you believe are the tombs laden.;durling
1;9;130-132;Like with like is buried here, | And the monuments are more and less hot.” | And when he had turned to the right,;durling
1;9;133-133;We passed between the torments and the high battlements.;durling
1;10;1-3;Now my master walks along a secret path, | Between the wall of the city and the torments, | And I at his back.;durling
1;10;4-6;“O highest power, who wheel me through the | Wicked circles as you please,” I began, | “Speak to me and satisfy my desires.;durling
1;10;7-9;The people who are lying in the sepulchers, | Could they be seen? for all the covers are lifted, | And no one is standing guard.”;durling
1;10;10-12;And he to me: “All will be closed | When from Jehoshaphat they return | With the bodies they left up there.;durling
1;10;13-15;Epicurus and his followers | Have their cemetery in this part, | Who make the soul die with the body.;durling
1;10;16-18;Therefore your request will soon be satisfied | Here within, and also the desire | You leave unspoken.”;durling
1;10;19-21;And I: “Kind leader, I hide my heart from you | Only in order to speak briefly, | And you have so inclined me, not only just now.”;durling
1;10;22-24;“O Tuscan who through the city of fire, | Alive, walk along speaking so modestly, | Let it please you to stop in this place.;durling
1;10;25-27;Your speech makes you manifest | As a native of that noble fatherland | To which perhaps I was too harmful.”;durling
1;10;28-30;"Suddenly this sound came forth from one of the arks; | Therefore I shrank, afraid, | Somewhat closer to my leader.";durling
1;10;31-33;And he said: “Turn! What are you doing? | See there Farinata who has stood erect: | From the waist up you will see all of him.”;durling
1;10;34-36;"I had already fixed my eyes in his; | And he was rising up with his breast and forehead | As if he had Hell in great disdain.";durling
1;10;37-39;And the spirited, quick hands of my leader | Pushed me among the sepulchers toward him, | Saying, “Let your words be counted.”;durling
1;10;40-42;When I stood at the foot of his tomb, | He gazed at me a little, and then, as if scornful, | Asked me: “Who were your forebears?”;durling
1;10;43-45;"I, desiring to obey, did not hide it, | But opened it all to him; and he | Raised his brows a little upwards.";durling
1;10;46-48;Then he said: “Fiercely were they opposed | To me and to my ancestors and to my party, | So that twice I scattered them.”;durling
1;10;49-51;"“If they were driven out, they returned from every side,” | I replied, “the first time and the second; | But your people did not learn that art well.”";durling
1;10;52-54;"Then a shade rose up, discovered to sight | As far as the chin, alongside the first one; | I think it had risen to its knees.";durling
1;10;55-57;It looked around me, as anxious to see | Whether another were with me, | And after its peering was entirely spent,;durling
1;10;58-60;Weeping it said: “If through this blind prison | You are going because of your high genius, | Where is my son, and why is he not with you?”;durling
1;10;61-63;And I to him: “I do not come on my own: | He who is waiting over there leads me through here, | Perhaps to one your Guido had in disdain.”;durling
1;10;64-66;"His words and the manner of his punishment | Had already read to me his name; | Therefore was my reply so full.";durling
1;10;67-69;Of a sudden risen to his feet, he cried: | “How did you say? ‘He had’? Is he no longer alive? | Does the sweet light no longer strike his eyes?”;durling
1;10;70-72;When he perceived a certain delay I made | Before replying, he fell back supine | And appeared no more outside.;durling
1;10;73-75;"But that other great-souled one, | At whose request I had stopped, | Did not change his expression, Nor move his neck, nor bend his side;";durling
1;10;76-78; | But, resuming his earlier speech: | “If they have learned that art badly, That torments me more than this bed.;durling
1;10;79-81; | But not fifty times will be rekindled | The face of the lady who reigns here, Before you will know how much that art weighs.;durling
1;10;82-84; | And as you hope ever to return | To the sweet world, tell me: Why is that people so cruel against mine | In all its laws?” ;durling
1;10;85-87;| Therefore I to him: “The slaughter and the great loss | That stained the Arbia red, | Causes such orations to be made in our temple.”;durling
1;10;88-90;After he had moved his head, sighing, | “In that I was not alone,” he said, | “Nor certainly without cause Would I have moved with the others.;durling
1;10;91-93; | But I alone, there where all others | Would have suffered Florence to be razed, Was the one who defended her openly.”;durling
1;10;94-96; | “Ah, so may your seed at some time rest,” | I begged him, “untie the knot That has entangled my judgment here.;durling
1;10;97-99; | It seems that you see beforehand, if I hear well, | What time will bring, But in the present have a different mode.” ;durling
1;10;100-102;| “We see, as does one in bad light, the things,” | He said, “that are distant from us: So much the highest Leader still shines for us.;durling
1;10;103-105;" | When they approach or are present, our intellect | Is utterly empty; And if another does not bring news, | We know nothing of your human state.";durling
1;10;106-108; | Thus you can comprehend That our knowledge will be entirely dead | From that point when the door | Of the future will be closed.”;durling
1;10;109-111;"Then, as if repentant of my fault, I said: | “Now will you tell that fallen one | His son is still joined with the living;";durling
1;10;112-114;And if, earlier, I was silent before replying, | Make him know that I did it | Because I was already thinking In the error that you have untied for me.” |;durling
1;10;115-117;" And already my master was calling me back;  Therefore more hurriedly I begged the spirit to tell me who was there with him.";durling
1;10;118-120;" | He told me: “Here with more than a thousand I lie: | Here within is the second Frederick And the Cardinal; and of the others I do not speak.”";durling
1;10;121-123;" | Then he hid himself; and I turned my steps | Toward the ancient poet, Thinking back on that speech | Which seemed hostile to me. ";durling
1;10;124-126;"| He moved on; and then, walking, He said: “Why are you so dismayed?” | And I answered his question fully. ";durling
1;10;127-129;"| “Let your memory preserve What you have heard against you,” that sage commanded me; | “And now pay attention here,” | And he raised his finger:";durling
1;10;130-132;“When you are before her sweet ray | Whose lovely eye sees all, | From her you will know the journey of your life.”;durling
1;10;133-135;Then he moved his foot toward the left: | We turned from the wall and walked toward the center, | Along a path that cuts straight to a valley;durling
1;10;136-136;Whose stench was displeasing even up there.;durling
1;11;1-3;"At the edge of a high cliff, made by great rocks Broken in a circle, we came above a crueler crowding; ";durling
1;11;4-6;"And there, because of the horrible excess of stench, Cast up by the abyss, we moved back beside the lid

";durling
1;11;7-9;"Of a great tomb, where I saw writing which said: “IT hold Pope Anastasius, whom Photinus drew from The straight way.”
";durling
1;11;10-12;"“Our descent will have to be delayed, so that our Sense can become a little accustomed to the evil Smell; and then we can disregard it.”";durling
1;11;13-15;"So my master; and I to him: “Find something to Compensate, so that the time may not be lost.” And He: “You see I am considering it.”";durling
1;11;16-18;“My son, within these rocks,” he then began to Say, “are three smaller circles descending step by Step, like those you are leaving.;durling
1;11;19-21;"All are full of cursed spirits; but so that later the Mere sight of them may suffice, hear how they are Constricted and why.";durling
1;11;22-24;Of every malice gaining the hatred of Heaven, Injustice is the goal, and every such goal injures Someone either with force or with fraud.;durling
1;11;25-27;"But because fraud is an evil proper to man, it is More displeasing to God; and therefore the Fraudulent have a lower place and greater pain Assails them.";durling
1;11;28-30;"Of the violent the first circle is full; but because Violence can be directed against three persons, the Circle is divided and constructed in three subcircles.";durling
1;11;31-33;To God, to oneself, and to one’s neighbor one can Do violence, that is, to them and to their possessions, As you will hear with clear reason.;durling
1;11;34-36;"Death by violence and painful wounds can be Inflicted on one’s neighbor, and on his possessions Ruin, fires, and wrongful extortion;";durling
1;11;37-39;Thus homicides and whoever wrongfully strikes, Spoilers, and bandits, all are tormented in the first Subcircle in different groups.;durling
1;11;40-42;"One can turn a violent hand against oneself or One’s own possessions; therefore in the second Subcircle each must uselessly repent";durling
1;11;43-45;Whoever deprives himself of your world, or utterly Squanders and undermines his wealth, and weeps Where he should be happy.;durling
1;11;46-48;"One can use force against the Deity by denying it And cursing it in one’s heart or by scorning Nature And its goodness;";durling
1;11;49-51;And therefore the smallest subcircle stamps with Its seal Sodom and Cahors and whoever speaks with Scorn of God in his heart.;durling
1;11;52-54;Fraud, which bites at every mind, a man can use Against one who trusts in him or against one who has In his purse no cause for trust.;durling
1;11;55-57;"This latter mode seems to cut solely into the bond Of love that Nature makes; thus in the second circle Find their nest";durling
1;11;58-60;Hypocrisy, flattery, casters of spells, impersonators, Thievery and simony, panders, embezzlers, and Similar filth.;durling
1;11;61-63;"The former mode forgets the love that Nature Makes and also that which is added to it, from which Special trust is created;";durling
1;11;64-66;Thus in the smallest circle, at the point of the Universe where Dis is enthroned, whoever is a traitor Is eternally consumed.”;durling
1;11;67-69;And I: “Master, your reasoning proceeds most Clearly and divides very well this pit and the people It possesses.;durling
1;11;70-72;But tell me: those of the greasy swamp, those Driven by the wind and beaten by the rain, and those Who collide with such harsh words,;durling
1;11;73-75;Why are they not punished inside the ruddy city, If they are under God’s wrath? and if not, why are They treated so?”;durling
1;11;76-78;And he to me: “Why does your wit,” he said, “so Wander from its usual course? or where does your Mind gaze mistaken?;durling
1;11;79-81;Do you not remember the words with which your Ethics treats so fully the three dispositions that Heaven refuses,;durling
1;11;82-84;Incontinence, malice, and mad bestiality? and how Incontinence offends God less and acquires less Blame?;durling
1;11;85-87;If you consider this judgment well and bring to Mind who those are that undergo their penitence Higher up and outside,;durling
1;11;88-90;You will see clearly why they are separated from These wicked ones and why God’s justice hammers Them less wrathfully.”;durling
1;11;91-93;“O sun that heals every clouded sight, you content Me so when you resolve questions, that doubting is no Less pleasurable than knowing.;durling
1;11;94-96;Turn back a little yet again,” I said, “to where you Say that usury offends God’s goodness, and untie That knot.”;durling
1;11;97-99;“Philosophy,” he said, “to one who understands it, Notes, and not merely in one place, how Nature takes Its course;durling
1;11;100-102;"From the divine intellect and art; and if you take Good note of your Physics, you will see, after not Many pages,";durling
1;11;103-105;"That your art follows Nature as much as it can, as A disciple follows the master; so that your art is Almost God’s grandchild.";durling
1;11;106-108;"From these two, if you bring to mind the Beginning of Genesis, we must draw our life and Advance our people;";durling
1;11;109-111;And because the usurer holds another way, he Scorns Nature in herself and in her follower, since he Puts his hope in something else.;durling
1;11;112-114;"But follow me now, for I desire to go; the Fishes Are wriggling up over the horizon, and the Wain lies Entirely above the northwest wind,";durling
1;11;115-115;And it is far to the place where we must climb Down this bank.”;durling
1;12;1-3;The place where we came to descend the bank Was mountainous, and, because of what else was There, such that every sight would shun it.;durling
1;12;4-6;Like that landslide which struck the flank of the Adige this side of Trento, because of an earthquake Or the failing of support,;durling
1;12;7-9;Where from the summit of the mountain, whence They fell, down to the plain, the rocks lie so strewn That they would provide a path for one who was above:;durling
1;12;10-12;"Such was the descent into that valley; and at the Very point where the slope had broken, the infamy of Crete was stretched out,";durling
1;12;13-15;"The one conceived in the false cow; and when he Saw us, he bit himself like one broken within by Anger.";durling
1;12;16-18;My wise one shouted toward him: “Perhaps you Believe the duke of Athens is here, who put you to Death up in the world?;durling
1;12;19-21;Away, beast, for this man does not come taught By your sister, but goes to see your punishments.”;durling
1;12;22-24;Like a bull that wrenches free at the moment it Has received the mortal blow, that is unable to walk But jumps here and there,;durling
1;12;25-27;"So I saw the Minotaur do; and that alert one cried: “Run to the crossing; it is good to go down while he Is in his fit.”";durling
1;12;28-30;So we took our way down along that scree, and The stones kept moving under my feet, because of Their new burden.;durling
1;12;31-33;"I walked thoughtful; and he said: “You are Thinking perhaps of this landslide, guarded by that Bestial anger I just now put out.";durling
1;12;34-36;Now I would have you know that the other time I Came down here into lower Hell, this cliff had not yet Fallen.;durling
1;12;37-39;But certainly, if I remember well, a little before he Came who took from Dis the great spoils of the Highest circle,;durling
1;12;40-42;On every side this deep, foul valley trembled so That I thought the universe must be feeling love, by Which, some believe,;durling
1;12;43-45;The world has often been turned back into chaos: And at that point this ancient cliff, here and Elsewhere, was broken down.;durling
1;12;46-48;But probe the valley with your sight, for we are Approaching the river of blood, in which are boiling Those who harm others with violence.”;durling
1;12;49-51;Oh blind cupidity and mad rage, that so spur us In this short life, and then in the eternal one cook us So evilly!;durling
1;12;52-54;"I saw an ample, curving ditch that embraces the Entire plain, according to what my guide had said;";durling
1;12;55-57;" And between the foot of the cliff and it, centaurs 
Were running in file, armed with arrows, as they Used to go hunting in the world.";durling
1;12;58-60;"Seeing us come down, each stopped, and from the File three came forth with bows and with arrows they Had selected first;";durling
1;12;61-63;"And one cried from afar: “To what punishment do You come, you who are climbing down the bank?  Speak from there; otherwise I draw my bow.”";durling
1;12;64-66;"My master said: “The reply will we make to Chiron, close over there; to your harm has your will Always been so hasty.”";durling
1;12;67-69;Then he nudged me and said: “That is Nessus, Who died because of fair Deianira and himself Avenged himself.;durling
1;12;70-72;"The one in the middle, who is gazing at his breast, Is the great Chiron, who brought up Achilles; that Other is Pholus, who was so full of anger.";durling
1;12;73-75;Around the ditch they go by thousands, shooting With arrows whatever soul emerges from the blood More than his guilt allots.”;durling
1;12;76-78;We drew near those swift beasts: Chiron took an Arrow, and with the notch he moved his beard back From his jaw.;durling
1;12;79-81;When he had uncovered his great mouth, he said To his companions: “Have you noticed that the one Behind moves what he touches?;durling
1;12;82-84;The feet of the dead usually do not so.” And my Good leader, who already stood at his breast, where The two natures are wedded,;durling
1;12;85-87;"Replied: “He is indeed alive; and thus alone I must Show him the dark valley; necessity induces us, and Not pleasure.";durling
1;12;88-90;One left off singing hallelujah who entrusted me With this strange task: he is not a robber nor I a Thievish soul.;durling
1;12;91-93;But by that Power through which I move my steps Along so wild a road, give us one of yours to guide Us;durling
1;12;94-96;And show us where the ford is, and carry this one On his rump, for he is not a spirit that can walk upon The air.”;durling
1;12;97-99;Chiron turned on his right breast, and said to Nessus: “Go back and guide them, and, if you meet Another company, make them give way.”;durling
1;12;100-102;Now we go with our trusty escort along the bank Of the red boiling, where the boiled ones were Uttering high shrieks.;durling
1;12;103-105;"I saw people immersed as far as the brow; and the Great centaur said: “They are tyrants who put their Hands to blood and to others’ goods.";durling
1;12;106-108;There they weep for their pitiless crimes: there is Alexander and fierce Dionysius, who gave Sicily such Grievous years.;durling
1;12;109-111;"And that forehead with such black hair is Azzolino; and that other blond one is Obizzo da Este, Who truly was murdered by his bastard up in the world.”";durling
1;12;112-114;Then I turned to my poet, and he said: “Let him now Be first for you, and I second.”;durling
1;12;115-117;A little further along, the centaur stopped above People who seemed to emerge from the boiling Stream as far as the throat.;durling
1;12;118-120;He pointed to a soul by itself to one side, saying: “That one cleft, in the bosom of God, the heart that Still drips blood along the Thames.”;durling
1;12;121-123;"Then I saw people who held their heads out of the River and then all their trunks; and of them I Recognized many.";durling
1;12;124-126;"Thus the blood became shallower and shallower, Until it was cooking only feet; and there was our Passing of the ditch.";durling
1;12;127-129;“Just as on this side you see the boiling stream Diminish,” said the centaur, “I would have you Believe;durling
1;12;130-132;That on this other side it lowers its bed deeper and Deeper, until it reaches the depth where tyranny Must moan.;durling
1;12;133-135;Over there God’s justice pierces that Attila who Was a scourge on earth, and Pyrrhus and Sextus, and For eternity milks;durling
1;12;136-138;The tears unlocked by the boiling from Rinier da Corneto and Rinier Pazzo, who waged such war on The roads.”;durling
1;12;139-139;Then he turned and passed back over the ford.;durling
1;13;1-3;Not yet had Nessus reached the other side, when We entered a wood that no path marked. ;durling
1;13;4-6;Not green leaves, but dark in color, not smooth Branches, but knotted and twisted, no fruit was there, But thorns with poison.;durling
1;13;7-9;Not such harsh thickets nor so dense do those Wild beasts hold, that hate the cultivated places Between Cécina and Corneto.;durling
1;13;10-12;There the ugly Harpies make their nests, who Drove the Trojans from the Strophades with dire Prophecy of their future woe.;durling
1;13;13-15;"Their wings are broad, their necks and faces Human, their feet have claws, and their great bellies Are feathered; they utter laments on the strange trees.";durling
1;13;16-18;And my good master: “Before you enter, know That you are in the second subcircle,” he began to say, “And will be ;durling
1;13;19-21;"until you come to the horrible sands. Therefore look carefully; and you will see things that would Make you disbelieve my speech.”";durling
1;13;22-24;I heard cries of woe on every side but saw no Person uttering them, so that all dismayed I stood Still.;durling
1;13;25-27;My belief is that he believed that I must believe That so many voices, among those thickets, came Forth from people hidden from us.;durling
1;13;28-30;Therefore my master said: “If you break off some Little twig from one of these plants, the thoughts you Have will all be cut off.”;durling
1;13;31-33;"Then I stretched out my hand a little before me And plucked a small branch from a great thornbush; And its stem cried out: “Why do you split me?”";durling
1;13;34-36;When it had become dark with blood, it began Again: “Why do you pluck me? Have you no spirit of Pity at all?;durling
1;13;37-39;We were men, and now we have become plants: Truly your hand should be more merciful had we Been the souls of serpents.”;durling
1;13;40-42;As when a green log is burnt at one end, from the Other it drips and sputters as air escapes: ;durling
1;13;43-45;So from the broken stump came forth words and Blood together, and I let the tip fall and stood like One afraid.;durling
1;13;46-48;“If he could have believed first,” replied my sage, “O wounded soul, what he has seen only in my Rhymes,;durling
1;13;49-51;"He would not have stretched out his hand against You; but the incredible thing made me induce him to Do what pains me as well.";durling
1;13;52-54;But tell him who you were, so that as a kind of Amends he may refresh your fame in the world Above, where he is permitted to return.”;durling
1;13;55-57;And the branch: “You so tempt me with sweet Speech that I cannot be silent, and let it not vex you That I am lured to speak a little.;durling
1;13;58-60;I am he who held both the keys to the heart of Frederick and turned them, locking and unlocking, so Gently;durling
1;13;61-63;"That I excluded almost everyone else from his Intimacy; I kept faith with my glorious office, so Much that because of it I lost sleep and vigor.";durling
1;13;64-66;The whore who never turns her sluttish eyes away From Caesar’s dwelling, the common death and vice of Courts,;durling
1;13;67-69;"Inflamed against me all spirits; and those inflamed Inflamed Augustus so that my bright honors turned To sad mourning.";durling
1;13;70-72;My spirit, at the taste of disdain, believing by Death to flee disdain, made me unjust against my just Self.;durling
1;13;73-75;By the strange new roots of this wood, I swear to You that I never broke faith with my lord, who was So worthy of honor.;durling
1;13;76-78;And if either of you goes back to the world, Strengthen my memory, languishing still beneath the Blow that envy dealt it.”;durling
1;13;79-81;My poet waited a little, and then, “Now that he is Silent,” he said, “do not lose the moment, but speak, Question him further if you will.”;durling
1;13;82-84;"And I to him: “You ask him again about what you Think will satisfy me; for I could not, so much pity Weighs on my heart.”";durling
1;13;85-87;Therefore he began again: “So may one do Liberally for you what your speech has begged, Imprisoned spirit, let it please you still;durling
1;13;88-90;"To tell us how the soul is bound in these knots; And tell us, if you can, if anyone ever unties himself From such limbs.”";durling
1;13;91-93;The broken branch hissed loudly, and then that Wind was converted into these words: “Briefly will You be answered.;durling
1;13;94-96;When the fierce soul departs from the body from Which it has uprooted itself, Minos sends it to the Seventh mouth.;durling
1;13;97-99;It falls into the wood, and no place is assigned to It, but where chance hurls it, there it sprouts like a Grain of spelt.;durling
1;13;100-102;"It grows into a shoot, then a woody plant; the Harpies, feeding on its leaves, give it pain and a Window for the pain.";durling
1;13;103-105;Like the others, we will come for our remains, but Not so that any may put them on again, for it is not Just to have what one has taken from oneself.;durling
1;13;106-108;Here we will drag them, and through the sad Wood our corpses will hang, each on the thornbush Of the soul that harmed it.”;durling
1;13;109-111;We were still attentive to the broken branch, Believing it had more to say, when we were Surprised by a noise:;durling
1;13;112-114;Like one who hears the boar and the hunt Approaching his post, who hears the beasts, and the Branches breaking.;durling
1;13;115-117;And behold two on our left, naked and scratched, Fleeing so fast that they were breaking every Opposing branch in the forest.;durling
1;13;118-120;The one in front: “Now hurry, hurry, death!” And The other, who seemed to himself too slow, “Lano, Not so nimble were ;durling
1;13;121-123;"your legs at the jousts at Toppo!” And perhaps because his breath was failing, he made one clump of
himself and a bush.";durling
1;13;124-126;Behind them the wood was full of black bitches, Ravenous and running like greyhounds loosed from The chain.;durling
1;13;127-129;"They set their teeth to the one that had squatted, Tearing him to pieces, bit by bit; then they carried off Those suffering members.";durling
1;13;130-132;My guide then took me by the hand and led me To the bush that wept through its bleeding wounds in Vain.;durling
1;13;133-135;“O Jacopo,” it was saying, “di Santo Andrea, what Did it profit you to make a shield of me? how am I to Blame for your wicked life?”;durling
1;13;136-138;When my master stopped above it, he said: “Who Were you, who through so many splintered branches Puff out with blood your sad speech?”;durling
1;13;139-141;And he to us: “O souls who have arrived to see The shameful rending that has so divided my leaves From me,;durling
1;13;142-144;Gather them together at the foot of my sad shrub. I was from the city that for the Baptist changed its First patron, who for this;durling
1;13;145-147;"with his art will always grieve it. And were it not
that at the crossing of Arno there still remains some
trace of him,";durling
1;13;148-150;"those citizens who refounded it 
upon the ashes left by Attila, would have labored in vain.";durling
1;13;151-151;I made a gibbet for myself of my houses.”;durling
1;14;1-3;Compelled by love of my birthplace, I gathered Together the scattered leaves and returned them to Him, who was already silent.;durling
1;14;4-6;Thence we came to the boundary where the Second subcircle is divided from the third, and where One sees a horrible art of justice.;durling
1;14;7-9;"To make the new things clearly manifest, I say That we arrived at a plain that removes every plant From its bed;";durling
1;14;10-12;The grieving wood is a garland around it, as the Sad ditch is to the wood: we halted our steps at the Very edge.;durling
1;14;13-15;The floor was coarse, dry sand, not made Differently from that once trodden by the feet of Cato.;durling
1;14;16-18;O vengeance of God, how much must you be Feared by everyone who reads what was made Manifest to my eyes!;durling
1;14;19-21;Of naked souls I saw many flocks, all weeping Wretchedly, and different laws seemed to govern Them.;durling
1;14;22-24;Some were lying supine on the earth, some were Sitting all huddled, and some were walking Ceaselessly.;durling
1;14;25-27;The flock that was walking was largest by far, and Fewest were those lying to be tortured, but their Tongues were looser to cry out.;durling
1;14;28-30;Over all the sand there rained, with a slow falling, Broad flakes of fire, like snow in the mountains Without wind.;durling
1;14;31-33;Like the flames that Alexander saw, in those hot Parts of India, falling down on his host, whole all the Way to the ground,;durling
1;14;34-36;So that he provided for the earth to be trampled By his squadrons, since the burning was better Extinguished while separated:;durling
1;14;37-39;So the eternal burning was coming down, and the Sand caught fire, like tinder beneath the flint, to Double the suffering.;durling
1;14;40-42;Without any rest ever was the dancing of their Wretched hands, brushing away the fresh burning, Now from there, now from here.;durling
1;14;43-45;I began: “Master, you who overcome all things, Save the hard demons who came out against us at The gate,;durling
1;14;46-48;Who is that great one who seems not to mind the Fire, and lies there scornful and frowning, so that the Rain does not seem to ripen him?”;durling
1;14;49-51;And he himself, when he perceived that I was Questioning my leader about him, cried out: “As I Was alive, so am I dead.;durling
1;14;52-54;Though Jove tire out his smith, from whom he Wrathful took the sharp thunderbolt that struck me On the last day—;durling
1;14;55-57;And though he weary the others, turn after turn, at The black forge in Mongibello, calling, ‘Good Vulcan, Help, help!’;durling
1;14;58-60;As he did at the battle of Phlegra—and strike me With all his force, he could not have happy Vengeance thereby.”;durling
1;14;61-63;Then my leader spoke more forcefully than I had Ever heard him: “O Capaneus, since Is not extinguished, ;durling
1;14;64-66;"your price you are punished more; no Punishment, other than your rage, would be Suffering of a measure with your fury.”";durling
1;14;67-69;"Then he turned back to me with a better look, Saying: “This was one of the seven kings who Besieged Thebes; and he had, and seems still to have, ";durling
1;14;70-72;"God in disdain, and respects him little; but, as I Said, his spite is the ornament his breast deserves.";durling
1;14;73-75;Now follow me, and beware that you not place Your foot on the burning sand as yet, but keep your Feet still close within the wood.”;durling
1;14;76-78;"Silent we came to where a little stream spurts out Of the wood; its red color still makes me shudder.";durling
1;14;79-81;As from Bulicame a river comes forth that the Sinning women then divide among themselves, so This one flowed down across the sand.;durling
1;14;82-84;Its bed and both its banks were made of stone, And the margins on the sides, so that I perceived our Path lay there.;durling
1;14;85-87;“Among all the other things I have shown you Since we entered the gate whose threshold is denied To none,;durling
1;14;88-90;Nothing has been perceived by your eyes as Notable as the present river, which extinguishes all the Flames above it.”;durling
1;14;91-93;These were my leader’s words, and I begged him To grant me the food, since he had granted me the Hunger for it.;durling
1;14;94-96;“In the midst of the sea lies a ruined land,” he said Then, “called Crete, under whose king the world once Was chaste.;durling
1;14;97-99;"A mountain is there that once was happy with Water and foliage, called Ida; now it is desolate, like An outworn thing.";durling
1;14;100-102;Rhea chose it once to be the trusted cradle of her Son, and, the better to hide him when he cried, Ordered the shouting there.;durling
1;14;103-105;Within the mountain stands erect a great old man, With his back toward Damietta, looking toward Rome As to his mirror.;durling
1;14;106-108;"His head is formed of fine gold, and pure silver Are his arms and breast; then he is of brass as far as The fork;";durling
1;14;109-111;"From there downward he is all refined iron, except That his right foot is baked clay; and on that one, More than on the other, he stands erect.";durling
1;14;112-114;Each part of him, except his golden head, is Broken by a crack that drips tears, which, gathering, Bore through that cave.;durling
1;14;115-117;"Their course plunges into this valley; they become Acheron, Styx, and Phlegethon; then they go on Down through this narrow duct,";durling
1;14;118-120;"Until, where there is no further descent, they Become Cocytus; and what that pool is like you will See, so that I do not describe it here.”";durling
1;14;121-123;And I to him: “If the present stream flows down In this way from our world, why does it appear only At this border?”;durling
1;14;124-126;"And he to me: “You know that the place is Circular; and although you have come a long way, Descending and turning always to the left, toward the Bottom,";durling
1;14;127-129;"You have not yet turned through the whole circle; So that if we see some new thing, it should not bring Amazement to your face.”";durling
1;14;130-132;And I again: “Master, where are Phlegethon and Lethe? for you are silent about the one, and the other You say flows from this rain of tears.”;durling
1;14;133-135;“In all your questions, certainly, you please me,” He replied, “but the boiling of the red water ought to Answer one of them.;durling
1;14;136-138;Lethe you will see, but outside this ditch, there Where the souls go to be washed once their repented Guilt has been removed.”;durling
1;14;139-141;"Then he said: “Now it is time for us to leave the Wood; see that you come behind me: the margins Provide a path, for they are not burned,";durling
1;14;142-142;And above them every flame is extinguished.”;durling
1;15;1-3;Now one of the hard margins carries us along, And the vapor from the river gives a shelter that Protects the water and the banks from the fire.;durling
1;15;4-6;"As the Flemings, between Wissant and Bruges, Fearing the tide that rises against them, make dykes To escape the sea;";durling
1;15;7-9;And as the Paduans do along the Brenta, to protect Their farms and castles, before Carinthia feels the Thaw:;durling
1;15;10-12;After that image were these made, though not so High nor so thick, whoever he may have been, the Master-builder made them.;durling
1;15;13-15;We had already come so far from the wood that I Would not have seen where it was, though I had Turned back,;durling
1;15;16-18;When we encountered a band of souls coming Along the barrier, and each was gazing at us as in the Evening;durling
1;15;19-21;"People gaze at one another under the new moon; And they sharpened their brows toward us as the old Tailor does at the eye of his needle.";durling
1;15;22-24;Looked over in this way by such a company, I Was recognized by one, who seized me by the hem And cried: “What a marvel!”;durling
1;15;25-27;And I, when he stretched out his arm toward me, Penetrated with my eye his baked appearance, so That his scorched face did not prevent;durling
1;15;28-30;"My intellect from recognizing him; and, reaching My hand down toward his face, I replied: “Are you Here, ser Brunetto?”";durling
1;15;31-33;And he: “O my son, let it not displease you if Brunetto Latino turns back with you a little and lets his Troop run on.”;durling
1;15;34-36;"I said to him: “As much as I can, I beg you; and if You wish me to sit down with you, I will do so, if he Over there permits it, for I am going with him.”";durling
1;15;37-39;“O son,” he said, “whoever of this flock stands still For an instant, must then lie for a hundred years Without brushing off the fire that strikes him.;durling
1;15;40-42;"Therefore walk on; I will come along at your skirts, And then I will rejoin my crew, who go bewailing their Eternal losses.”";durling
