cantica;canto;cum_verse_number;verse_number;text;author
2;26;8329;41;"e l'altra: ""Ne la vacca entra Pasife,";dante
2;26;8330;42;"perché 'l torello a sua lussuria corra"".}}";dante
2;26;8331;43;Poi, come grue ch’a le montagne Rife;dante
2;26;8332;44;volasser parte, e parte inver’ l’arene,;dante
2;26;8333;45;queste del gel, quelle del sole schife,;dante
2;26;8334;46;"l’una gente sen va, l’altra sen vene;";dante
2;26;8335;47;e tornan, lagrimando, a’ primi canti;dante
2;26;8336;48;"e al gridar che più lor si convene;";dante
2;26;8337;49;e raccostansi a me, come davanti,;dante
2;26;8338;50;essi medesmi che m’avean pregato,;dante
2;26;8339;51;attenti ad ascoltar ne’ lor sembianti.;dante
2;26;8340;52;Io, che due volte avea visto lor grato,;dante
2;26;8341;53;"incominciai: ""O anime sicure";dante
2;26;8342;54;d’aver, quando che sia, di pace stato,;dante
2;26;8343;55;non son rimase acerbe né mature;dante
2;26;8344;56;le membra mie di là, ma son qui meco;dante
2;26;8345;57;col sangue suo e con le sue giunture.;dante
2;26;8346;58;"Quinci sù vo per non esser più cieco;";dante
2;26;8347;59;donna è di sopra che m’acquista grazia,;dante
2;26;8348;60;per che ’l mortal per vostro mondo reco.;dante
2;26;8349;61;Ma se la vostra maggior voglia sazia;dante
2;26;8350;62;tosto divegna, sì che ’l ciel v’alberghi;dante
2;26;8351;63;ch’è pien d’amore e più ampio si spazia,;dante
2;26;8352;64;ditemi, acciò ch’ancor carte ne verghi,;dante
2;26;8353;65;chi siete voi, e chi è quella turba;dante
2;26;8354;66;"che se ne va di retro a’ vostri terghi"".";dante
2;26;8355;67;Non altrimenti stupido si turba;dante
2;26;8356;68;lo montanaro, e rimirando ammuta,;dante
2;26;8357;69;quando rozzo e salvatico s’inurba,;dante
2;26;8358;70;"che ciascun’ombra fece in sua paruta;";dante
2;26;8359;71;ma poi che furon di stupore scarche,;dante
2;26;8360;72;lo qual ne li alti cuor tosto s’attuta,;dante
2;26;8361;73;"""Beato te, che de le nostre marche"",";dante
2;26;8362;74;ricominciò colei che pria m’inchiese,;dante
2;26;8363;75;"""per morir meglio, esperïenza imbarche!";dante
2;26;8364;76;La gente che non vien con noi, offese;dante
2;26;8365;77;di ciò per che già Cesar, trïunfando,;dante
2;26;8366;78;"""Regina"" contra sé chiamar s’intese:";dante
2;26;8367;79;"però si parton ""Soddoma"" gridando,";dante
2;26;8368;80;rimproverando a sé com’ hai udito,;dante
2;26;8369;81;e aiutan l’arsura vergognando.;dante
2;26;8370;82;"Nostro peccato fu ermafrodito;";dante
2;26;8371;83;ma perché non servammo umana legge,;dante
2;26;8372;84;seguendo come bestie l’appetito,;dante
2;26;8373;85;in obbrobrio di noi, per noi si legge,;dante
2;26;8374;86;quando partinci, il nome di colei;dante
2;26;8375;87;che s’imbestiò ne le ’mbestiate schegge.;dante
2;26;8376;88;Or sai nostri atti e di che fummo rei:;dante
2;26;8377;89;se forse a nome vuo’ saper chi semo,;dante
2;26;8378;90;tempo non è di dire, e non saprei.;dante
2;26;8379;91;Farotti ben di me volere scemo:;dante
2;26;8380;92;son Guido Guinizzelli, e già mi purgo;dante
2;26;8381;93;"per ben dolermi prima ch’a lo stremo"".";dante
2;26;8382;94;Quali ne la tristizia di Ligurgo;dante
2;26;8383;95;si fer due figli a riveder la madre,;dante
2;26;8384;96;tal mi fec’io, ma non a tanto insurgo,;dante
2;26;8385;97;quand’io odo nomar sé stesso il padre;dante
2;26;8386;98;mio e de li altri miei miglior che mai;dante
2;26;8387;99;"rime d’amor usar dolci e leggiadre;";dante
2;26;8388;100;e sanza udire e dir pensoso andai;dante
2;26;8389;101;lunga fïata rimirando lui,;dante
2;26;8390;102;né, per lo foco, in là più m’appressai.;dante
2;26;8391;103;Poi che di riguardar pasciuto fui,;dante
2;26;8392;104;tutto m’offersi pronto al suo servigio;dante
2;26;8393;105;con l’affermar che fa credere altrui.;dante
2;26;8394;106;"Ed elli a me: ""Tu lasci tal vestigio,";dante
2;26;8395;107;per quel ch’i’ odo, in me, e tanto chiaro,;dante
2;26;8396;108;che Letè nol può tòrre né far bigio.;dante
2;26;8397;109;Ma se le tue parole or ver giuraro,;dante
2;26;8398;110;dimmi che è cagion per che dimostri;dante
2;26;8399;111;"nel dire e nel guardar d’avermi caro"".";dante
2;26;8400;112;"E io a lui: ""Li dolci detti vostri,";dante
2;26;8401;113;che, quanto durerà l’uso moderno,;dante
2;26;8402;114;"faranno cari ancora i loro incostri"".";dante
2;26;8403;115;"""O frate"", disse, ""questi ch’io ti cerno";dante
2;26;8404;116;"col dito"", e additò un spirto innanzi,";dante
2;26;8405;117;"""fu miglior fabbro del parlar materno.";dante
2;26;8406;118;Versi d’amore e prose di romanzi;dante
2;26;8407;119;"soverchiò tutti; e lascia dir li stolti";dante
2;26;8408;120;che quel di Lemosì credon ch’avanzi.;dante
2;26;8409;121;A voce più ch’al ver drizzan li volti,;dante
2;26;8410;122;e così ferman sua oppinïone;dante
2;26;8411;123;prima ch’arte o ragion per lor s’ascolti.;dante
2;26;8412;124;Così fer molti antichi di Guittone,;dante
2;26;8413;125;di grido in grido pur lui dando pregio,;dante
2;26;8414;126;fin che l’ ha vinto il ver con più persone.;dante
2;26;8415;127;Or se tu hai sì ampio privilegio,;dante
2;26;8416;128;che licito ti sia l’andare al chiostro;dante
2;26;8417;129;nel quale è Cristo abate del collegio,;dante
2;26;8418;130;falli per me un dir d’un paternostro,;dante
2;26;8419;131;quanto bisogna a noi di questo mondo,;dante
2;26;8420;132;"dove poter peccar non è più nostro"".";dante
2;26;8421;133;Poi, forse per dar luogo altrui secondo;dante
2;26;8422;134;che presso avea, disparve per lo foco,;dante
2;26;8423;135;come per l’acqua il pesce andando al fondo.;dante
2;26;8424;136;Io mi fei al mostrato innanzi un poco,;dante
2;26;8425;137;e dissi ch’al suo nome il mio disire;dante
2;26;8426;138;apparecchiava grazïoso loco.;dante
2;26;8427;139;El cominciò liberamente a dire:;dante
2;26;8428;140;"""Tan m’abellis vostre cortes deman,";dante
2;26;8429;141;qu’ ieu no me puesc ni voill a vos cobrire.;dante
2;26;8430;142;"Ieu sui Arnaut, que plor e vau cantan;";dante
2;26;8431;143;consiros vei la passada folor,;dante
2;26;8432;144;e vei jausen lo joi qu’ esper, denan.;dante
2;26;8433;145;Ara vos prec, per aquella valor;dante
2;26;8434;146;que vos guida al som de l’escalina,;dante
2;26;8435;147;"sovenha vos a temps de ma dolor!"".";dante
2;26;8436;148;Poi s’ascose nel foco che li affina.;dante
2;27;8437;1;Sì come quando i primi raggi vibra;dante
2;27;8438;2;là dove il suo fattor lo sangue sparse,;dante
2;27;8439;3;cadendo Ibero sotto l’alta Libra,;dante
2;27;8440;4;e l’onde in Gange da nona rïarse,;dante
2;27;8441;5;"sì stava il sole; onde ’l giorno sen giva,";dante
2;27;8442;6;come l’angel di Dio lieto ci apparse.;dante
2;27;8443;7;Fuor de la fiamma stava in su la riva,;dante
2;27;8444;8;e cantava ’Beati mundo corde!’;dante
2;27;8445;9;in voce assai più che la nostra viva.;dante
2;27;8446;10;"Poscia ""Più non si va, se pria non morde,";dante
2;27;8447;11;anime sante, il foco: intrate in esso,;dante
2;27;8448;12;"e al cantar di là non siate sorde"",";dante
2;27;8449;13;"ci disse come noi li fummo presso;";dante
2;27;8450;14;per ch’io divenni tal, quando lo ’ntesi,;dante
2;27;8451;15;qual è colui che ne la fossa è messo.;dante
2;27;8452;16;In su le man commesse mi protesi,;dante
2;27;8453;17;guardando il foco e imaginando forte;dante
2;27;8454;18;umani corpi già veduti accesi.;dante
2;27;8455;19;"Volsersi verso me le buone scorte;";dante
2;27;8456;20;"e Virgilio mi disse: ""Figliuol mio,";dante
2;27;8457;21;qui può esser tormento, ma non morte.;dante
2;27;8458;22;Ricorditi, ricorditi! E se io;dante
2;27;8459;23;sovresso Gerïon ti guidai salvo,;dante
2;27;8460;24;che farò ora presso più a Dio?;dante
2;27;8461;25;Credi per certo che se dentro a l’alvo;dante
2;27;8462;26;di questa fiamma stessi ben mille anni,;dante
2;27;8463;27;non ti potrebbe far d’un capel calvo.;dante
2;27;8464;28;E se tu forse credi ch’io t’inganni,;dante
2;27;8465;29;fatti ver’ lei, e fatti far credenza;dante
2;27;8466;30;con le tue mani al lembo d’i tuoi panni.;dante
2;27;8467;31;"Pon giù omai, pon giù ogne temenza;";dante
2;27;8468;32;"volgiti in qua e vieni: entra sicuro!"".";dante
2;27;8469;33;E io pur fermo e contra coscïenza.;dante
2;27;8470;34;Quando mi vide star pur fermo e duro,;dante
2;27;8471;35;"turbato un poco disse: ""Or vedi, figlio:";dante
2;27;8472;36;"tra Bëatrice e te è questo muro"".";dante
2;27;8473;37;Come al nome di Tisbe aperse il ciglio;dante
2;27;8474;38;Piramo in su la morte, e riguardolla,;dante
2;27;8475;39;"allor che ’l gelso diventò vermiglio;";dante
2;27;8476;40;così, la mia durezza fatta solla,;dante
2;27;8477;41;mi volsi al savio duca, udendo il nome;dante
2;27;8478;42;che ne la mente sempre mi rampolla.;dante
2;27;8479;43;"Ond’ei crollò la fronte e disse: ""Come!";dante
2;27;8480;44;"volenci star di qua?""; indi sorrise";dante
2;27;8481;45;come al fanciul si fa ch’è vinto al pome.;dante
2;27;8482;46;Poi dentro al foco innanzi mi si mise,;dante
2;27;8483;47;pregando Stazio che venisse retro,;dante
2;27;8484;48;che pria per lunga strada ci divise.;dante
2;27;8485;49;Sì com’ fui dentro, in un bogliente vetro;dante
2;27;8486;50;gittato mi sarei per rinfrescarmi,;dante
2;27;8487;51;tant’era ivi lo ’ncendio sanza metro.;dante
2;27;8488;52;Lo dolce padre mio, per confortarmi,;dante
2;27;8489;53;pur di Beatrice ragionando andava,;dante
2;27;8490;54;"dicendo: ""Li occhi suoi già veder parmi"".";dante
2;27;8491;55;Guidavaci una voce che cantava;dante
2;27;8492;56;"di là; e noi, attenti pur a lei,";dante
2;27;8493;57;venimmo fuor là ove si montava.;dante
2;27;8494;58;’Venite, benedicti Patris mei’,;dante
2;27;8495;59;sonò dentro a un lume che lì era,;dante
2;27;8496;60;tal che mi vinse e guardar nol potei.;dante
2;27;8497;61;"""Lo sol sen va"", soggiunse, ""e vien la sera;";dante
2;27;8498;62;non v’arrestate, ma studiate il passo,;dante
2;27;8499;63;"mentre che l’occidente non si annera"".";dante
2;27;8500;64;Dritta salia la via per entro ’l sasso;dante
2;27;8501;65;verso tal parte ch’io toglieva i raggi;dante
2;27;8502;66;dinanzi a me del sol ch’era già basso.;dante
2;27;8503;67;E di pochi scaglion levammo i saggi,;dante
2;27;8504;68;che ’l sol corcar, per l’ombra che si spense,;dante
2;27;8505;69;sentimmo dietro e io e li miei saggi.;dante
2;27;8506;70;E pria che ’n tutte le sue parti immense;dante
2;27;8507;71;fosse orizzonte fatto d’uno aspetto,;dante
2;27;8508;72;e notte avesse tutte sue dispense,;dante
2;27;8509;73;"ciascun di noi d’un grado fece letto;";dante
2;27;8510;74;ché la natura del monte ci affranse;dante
2;27;8511;75;la possa del salir più e ’l diletto.;dante
2;27;8512;76;Quali si stanno ruminando manse;dante
2;27;8513;77;le capre, state rapide e proterve;dante
2;27;8514;78;sovra le cime avante che sien pranse,;dante
2;27;8515;79;tacite a l’ombra, mentre che ’l sol ferve,;dante
2;27;8516;80;guardate dal pastor, che ’n su la verga;dante
2;27;8517;81;"poggiato s’è e lor di posa serve;";dante
2;27;8518;82;e quale il mandrïan che fori alberga,;dante
2;27;8519;83;lungo il pecuglio suo queto pernotta,;dante
2;27;8520;84;"guardando perché fiera non lo sperga;";dante
2;27;8521;85;tali eravamo tutti e tre allotta,;dante
2;27;8522;86;io come capra, ed ei come pastori,;dante
2;27;8523;87;fasciati quinci e quindi d’alta grotta.;dante
2;27;8524;88;"Poco parer potea lì del di fori;";dante
2;27;8525;89;ma, per quel poco, vedea io le stelle;dante
2;27;8526;90;di lor solere e più chiare e maggiori.;dante
2;27;8527;91;Sì ruminando e sì mirando in quelle,;dante
2;27;8528;92;"mi prese il sonno; il sonno che sovente,";dante
2;27;8529;93;anzi che ’l fatto sia, sa le novelle.;dante
2;27;8530;94;Ne l’ora, credo, che de l’orïente;dante
2;27;8531;95;prima raggiò nel monte Citerea,;dante
2;27;8532;96;che di foco d’amor par sempre ardente,;dante
2;27;8533;97;giovane e bella in sogno mi parea;dante
2;27;8534;98;donna vedere andar per una landa;dante
2;27;8535;99;"cogliendo fiori; e cantando dicea:";dante
2;27;8536;100;"""Sappia qualunque il mio nome dimanda";dante
2;27;8537;101;ch’i’ mi son Lia, e vo movendo intorno;dante
2;27;8538;102;le belle mani a farmi una ghirlanda.;dante
2;27;8539;103;"Per piacermi a lo specchio, qui m’addorno;";dante
2;27;8540;104;ma mia suora Rachel mai non si smaga;dante
2;27;8541;105;dal suo miraglio, e siede tutto giorno.;dante
2;27;8542;106;Ell’è d’i suoi belli occhi veder vaga;dante
2;27;8543;107;"com’io de l’addornarmi con le mani;";dante
2;27;8544;108;"lei lo vedere, e me l’ovrare appaga"".";dante
2;27;8545;109;E già per li splendori antelucani,;dante
2;27;8546;110;che tanto a’ pellegrin surgon più grati,;dante
2;27;8547;111;quanto, tornando, albergan men lontani,;dante
2;27;8548;112;le tenebre fuggian da tutti lati,;dante
2;27;8549;113;"e ’l sonno mio con esse; ond’io leva’ mi,";dante
2;27;8550;114;veggendo i gran maestri già levati.;dante
2;27;8551;115;"""Quel dolce pome che per tanti rami";dante
2;27;8552;116;cercando va la cura de’ mortali,;dante
2;27;8553;117;"oggi porrà in pace le tue fami"".";dante
2;27;8554;118;Virgilio inverso me queste cotali;dante
2;27;8555;119;"parole usò; e mai non furo strenne";dante
2;27;8556;120;che fosser di piacere a queste iguali.;dante
2;27;8557;121;Tanto voler sopra voler mi venne;dante
2;27;8558;122;de l’esser sù, ch’ad ogne passo poi;dante
2;27;8559;123;al volo mi sentia crescer le penne.;dante
2;27;8560;124;Come la scala tutta sotto noi;dante
2;27;8561;125;fu corsa e fummo in su ’l grado superno,;dante
2;27;8562;126;in me ficcò Virgilio li occhi suoi,;dante
2;27;8563;127;"e disse: ""Il temporal foco e l’etterno";dante
2;27;8564;128;"veduto hai, figlio; e se’ venuto in parte";dante
2;27;8565;129;dov’io per me più oltre non discerno.;dante
2;27;8566;130;"Tratto t’ ho qui con ingegno e con arte;";dante
2;27;8567;131;"lo tuo piacere omai prendi per duce;";dante
2;27;8568;132;fuor se’ de l’erte vie, fuor se’ de l’arte.;dante
2;27;8569;133;"Vedi lo sol che ’n fronte ti riluce;";dante
2;27;8570;134;vedi l’erbette, i fiori e li arbuscelli;dante
2;27;8571;135;che qui la terra sol da sé produce.;dante
2;27;8572;136;Mentre che vegnan lieti li occhi belli;dante
2;27;8573;137;che, lagrimando, a te venir mi fenno,;dante
2;27;8574;138;seder ti puoi e puoi andar tra elli.;dante
2;27;8575;139;"Non aspettar mio dir più né mio cenno;";dante
2;27;8576;140;libero, dritto e sano è tuo arbitrio,;dante
2;27;8577;141;e fallo fora non fare a suo senno:;dante
2;27;8578;142;"per ch’io te sovra te corono e mitrio"".";dante
2;28;8579;1;Vago già di cercar dentro e dintorno;dante
2;28;8580;2;la divina foresta spessa e viva,;dante
2;28;8581;3;ch’a li occhi temperava il novo giorno,;dante
2;28;8582;4;sanza più aspettar, lasciai la riva,;dante
2;28;8583;5;prendendo la campagna lento lento;dante
2;28;8584;6;su per lo suol che d’ogne parte auliva.;dante
2;28;8585;7;Un’aura dolce, sanza mutamento;dante
2;28;8586;8;avere in sé, mi feria per la fronte;dante
2;28;8587;9;"non di più colpo che soave vento;";dante
2;28;8588;10;per cui le fronde, tremolando, pronte;dante
2;28;8589;11;tutte quante piegavano a la parte;dante
2;28;8590;12;"u’ la prim’ombra gitta il santo monte;";dante
2;28;8591;13;non però dal loro esser dritto sparte;dante
2;28;8592;14;tanto, che li augelletti per le cime;dante
2;28;8593;15;"lasciasser d’operare ogne lor arte;";dante
2;28;8594;16;ma con piena letizia l’ore prime,;dante
2;28;8595;17;cantando, ricevieno intra le foglie,;dante
2;28;8596;18;che tenevan bordone a le sue rime,;dante
2;28;8597;19;tal qual di ramo in ramo si raccoglie;dante
2;28;8598;20;per la pineta in su ’l lito di Chiassi,;dante
2;28;8599;21;quand’Ëolo scilocco fuor discioglie.;dante
2;28;8600;22;Già m’avean trasportato i lenti passi;dante
2;28;8601;23;dentro a la selva antica tanto, ch’io;dante
2;28;8602;24;"non potea rivedere ond’io mi ’ntrassi;";dante
2;28;8603;25;ed ecco più andar mi tolse un rio,;dante
2;28;8604;26;che ’nver’ sinistra con sue picciole onde;dante
2;28;8605;27;piegava l’erba che ’n sua ripa uscìo.;dante
2;28;8606;28;Tutte l’acque che son di qua più monde,;dante
2;28;8607;29;parrieno avere in sé mistura alcuna;dante
2;28;8608;30;verso di quella, che nulla nasconde,;dante
2;28;8609;31;avvegna che si mova bruna bruna;dante
2;28;8610;32;sotto l’ombra perpetüa, che mai;dante
2;28;8611;33;raggiar non lascia sole ivi né luna.;dante
2;28;8612;34;Coi piè ristetti e con li occhi passai;dante
2;28;8613;35;di là dal fiumicello, per mirare;dante
2;28;8614;36;"la gran varïazion d’i freschi mai;";dante
2;28;8615;37;e là m’apparve, sì com’elli appare;dante
2;28;8616;38;subitamente cosa che disvia;dante
2;28;8617;39;per maraviglia tutto altro pensare,;dante
2;28;8618;40;una donna soletta che si gia;dante
2;28;8619;41;e cantando e scegliendo fior da fiore;dante
2;28;8620;42;ond’era pinta tutta la sua via.;dante
2;28;8621;43;"""Deh, bella donna, che a’ raggi d’amore";dante
2;28;8622;44;ti scaldi, s’i’ vo’ credere a’ sembianti;dante
2;28;8623;45;che soglion esser testimon del core,;dante
2;28;8624;46;"vegnati in voglia di trarreti avanti"",";dante
2;28;8625;47;"diss’io a lei, ""verso questa rivera,";dante
2;28;8626;48;tanto ch’io possa intender che tu canti.;dante
2;28;8627;49;Tu mi fai rimembrar dove e qual era;dante
2;28;8628;50;Proserpina nel tempo che perdette;dante
2;28;8629;51;"la madre lei, ed ella primavera"".";dante
2;28;8630;52;Come si volge, con le piante strette;dante
2;28;8631;53;a terra e intra sé, donna che balli,;dante
2;28;8632;54;e piede innanzi piede a pena mette,;dante
2;28;8633;55;volsesi in su i vermigli e in su i gialli;dante
2;28;8634;56;fioretti verso me, non altrimenti;dante
2;28;8635;57;"che vergine che li occhi onesti avvalli;";dante
2;28;8636;58;e fece i prieghi miei esser contenti,;dante
2;28;8637;59;sì appressando sé, che ’l dolce suono;dante
2;28;8638;60;veniva a me co’ suoi intendimenti.;dante
2;28;8639;61;Tosto che fu là dove l’erbe sono;dante
2;28;8640;62;bagnate già da l’onde del bel fiume,;dante
2;28;8641;63;di levar li occhi suoi mi fece dono.;dante
2;28;8642;64;Non credo che splendesse tanto lume;dante
2;28;8643;65;sotto le ciglia a Venere, trafitta;dante
2;28;8644;66;dal figlio fuor di tutto suo costume.;dante
2;28;8645;67;Ella ridea da l’altra riva dritta,;dante
2;28;8646;68;trattando più color con le sue mani,;dante
2;28;8647;69;che l’alta terra sanza seme gitta.;dante
2;28;8648;70;"Tre passi ci facea il fiume lontani;";dante
2;28;8649;71;ma Elesponto, là ’ve passò Serse,;dante
2;28;8650;72;ancora freno a tutti orgogli umani,;dante
2;28;8651;73;più odio da Leandro non sofferse;dante
2;28;8652;74;per mareggiare intra Sesto e Abido,;dante
2;28;8653;75;che quel da me perch’allor non s’aperse.;dante
2;28;8654;76;"""Voi siete nuovi, e forse perch’io rido"",";dante
2;28;8655;77;"cominciò ella, ""in questo luogo eletto";dante
2;28;8656;78;a l’umana natura per suo nido,;dante
2;28;8657;79;"maravigliando tienvi alcun sospetto;";dante
2;28;8658;80;ma luce rende il salmo Delectasti,;dante
2;28;8659;81;che puote disnebbiar vostro intelletto.;dante
2;28;8660;82;E tu che se’ dinanzi e mi pregasti,;dante
2;28;8661;83;"dì s’altro vuoli udir; ch’i’ venni presta";dante
2;28;8662;84;"ad ogne tua question tanto che basti"".";dante
2;28;8663;85;"""L’acqua"", diss’io, ""e ’l suon de la foresta";dante
2;28;8664;86;impugnan dentro a me novella fede;dante
2;28;8665;87;"di cosa ch’io udi’ contraria a questa"".";dante
2;28;8666;88;"Ond’ella: ""Io dicerò come procede";dante
2;28;8667;89;per sua cagion ciò ch’ammirar ti face,;dante
2;28;8668;90;e purgherò la nebbia che ti fiede.;dante
2;28;8669;91;Lo sommo ben, che solo esso a sé piace,;dante
2;28;8670;92;fé l’uom buono e a bene, e questo loco;dante
2;28;8671;93;diede per arr’a lui d’etterna pace.;dante
2;28;8672;94;"Per sua difalta qui dimorò poco;";dante
2;28;8673;95;per sua difalta in pianto e in affanno;dante
2;28;8674;96;cambiò onesto riso e dolce gioco.;dante
2;28;8675;97;Perché ’l turbar che sotto da sé fanno;dante
2;28;8676;98;l’essalazion de l’acqua e de la terra,;dante
2;28;8677;99;che quanto posson dietro al calor vanno,;dante
2;28;8678;100;a l’uomo non facesse alcuna guerra,;dante
2;28;8679;101;questo monte salìo verso ’l ciel tanto,;dante
2;28;8680;102;e libero n’è d’indi ove si serra.;dante
2;28;8681;103;Or perché in circuito tutto quanto;dante
2;28;8682;104;l’aere si volge con la prima volta,;dante
2;28;8683;105;se non li è rotto il cerchio d’alcun canto,;dante
2;28;8684;106;in questa altezza ch’è tutta disciolta;dante
2;28;8685;107;ne l’aere vivo, tal moto percuote,;dante
2;28;8686;108;"e fa sonar la selva perch’è folta;";dante
2;28;8687;109;e la percossa pianta tanto puote,;dante
2;28;8688;110;che de la sua virtute l’aura impregna;dante
2;28;8689;111;"e quella poi, girando, intorno scuote;";dante
2;28;8690;112;e l’altra terra, secondo ch’è degna;dante
2;28;8691;113;per sé e per suo ciel, concepe e figlia;dante
2;28;8692;114;di diverse virtù diverse legna.;dante
2;28;8693;115;Non parrebbe di là poi maraviglia,;dante
2;28;8694;116;udito questo, quando alcuna pianta;dante
2;28;8695;117;sanza seme palese vi s’appiglia.;dante
2;28;8696;118;E saper dei che la campagna santa;dante
2;28;8697;119;dove tu se’, d’ogne semenza è piena,;dante
2;28;8698;120;e frutto ha in sé che di là non si schianta.;dante
2;28;8699;121;L’acqua che vedi non surge di vena;dante
2;28;8700;122;che ristori vapor che gel converta,;dante
2;28;8701;123;"come fiume ch’acquista e perde lena;";dante
2;28;8702;124;ma esce di fontana salda e certa,;dante
2;28;8703;125;che tanto dal voler di Dio riprende,;dante
2;28;8704;126;quant’ella versa da due parti aperta.;dante
2;28;8705;127;Da questa parte con virtù discende;dante
2;28;8706;128;"che toglie altrui memoria del peccato;";dante
2;28;8707;129;da l’altra d’ogne ben fatto la rende.;dante
2;28;8708;130;"Quinci Letè; così da l’altro lato";dante
2;28;8709;131;Eünoè si chiama, e non adopra;dante
2;28;8710;132;se quinci e quindi pria non è gustato:;dante
2;28;8711;133;a tutti altri sapori esto è di sopra.;dante
2;28;8712;134;E avvegna ch’assai possa esser sazia;dante
2;28;8713;135;la sete tua perch’io più non ti scuopra,;dante
2;28;8714;136;"darotti un corollario ancor per grazia;";dante
2;28;8715;137;né credo che ’l mio dir ti sia men caro,;dante
2;28;8716;138;se oltre promession teco si spazia.;dante
2;28;8717;139;Quelli ch’anticamente poetaro;dante
2;28;8718;140;l’età de l’oro e suo stato felice,;dante
2;28;8719;141;forse in Parnaso esto loco sognaro.;dante
2;28;8720;142;"Qui fu innocente l’umana radice;";dante
2;28;8721;143;"qui primavera sempre e ogne frutto;";dante
2;28;8722;144;"nettare è questo di che ciascun dice"".";dante
2;28;8723;145;Io mi rivolsi ’n dietro allora tutto;dante
2;28;8724;146;a’ miei poeti, e vidi che con riso;dante
2;28;8725;147;"udito avëan l’ultimo costrutto;";dante
2;28;8726;148;poi a la bella donna torna’ il viso.;dante
2;29;8727;1;Cantando come donna innamorata,;dante
2;29;8728;2;continüò col fin di sue parole:;dante
2;29;8729;3;’Beati quorum tecta sunt peccata!’.;dante
2;29;8730;4;E come ninfe che si givan sole;dante
2;29;8731;5;per le salvatiche ombre, disïando;dante
2;29;8732;6;qual di veder, qual di fuggir lo sole,;dante
2;29;8733;7;allor si mosse contra ’l fiume, andando;dante
2;29;8734;8;"su per la riva; e io pari di lei,";dante
2;29;8735;9;picciol passo con picciol seguitando.;dante
2;29;8736;10;Non eran cento tra ’ suoi passi e ’ miei,;dante
2;29;8737;11;quando le ripe igualmente dier volta,;dante
2;29;8738;12;per modo ch’a levante mi rendei.;dante
2;29;8739;13;Né ancor fu così nostra via molta,;dante
2;29;8740;14;quando la donna tutta a me si torse,;dante
2;29;8741;15;"dicendo: ""Frate mio, guarda e ascolta"".";dante
2;29;8742;16;Ed ecco un lustro sùbito trascorse;dante
2;29;8743;17;da tutte parti per la gran foresta,;dante
2;29;8744;18;tal che di balenar mi mise in forse.;dante
2;29;8745;19;Ma perché ’l balenar, come vien, resta,;dante
2;29;8746;20;e quel, durando, più e più splendeva,;dante
2;29;8747;21;nel mio pensier dicea: ’Che cosa è questa?’.;dante
2;29;8748;22;E una melodia dolce correva;dante
2;29;8749;23;"per l’aere luminoso; onde buon zelo";dante
2;29;8750;24;mi fé riprender l’ardimento d’Eva,;dante
2;29;8751;25;che là dove ubidia la terra e ’l cielo,;dante
2;29;8752;26;femmina, sola e pur testé formata,;dante
2;29;8753;27;"non sofferse di star sotto alcun velo;";dante
2;29;8754;28;sotto ’l qual se divota fosse stata,;dante
2;29;8755;29;avrei quelle ineffabili delizie;dante
2;29;8756;30;sentite prima e più lunga fïata.;dante
2;29;8757;31;Mentr’io m’andava tra tante primizie;dante
2;29;8758;32;de l’etterno piacer tutto sospeso,;dante
2;29;8759;33;e disïoso ancora a più letizie,;dante
2;29;8760;34;dinanzi a noi, tal quale un foco acceso,;dante
2;29;8761;35;"ci si fé l’aere sotto i verdi rami;";dante
2;29;8762;36;e ’l dolce suon per canti era già inteso.;dante
2;29;8763;37;O sacrosante Vergini, se fami,;dante
2;29;8764;38;freddi o vigilie mai per voi soffersi,;dante
2;29;8765;39;cagion mi sprona ch’io mercé vi chiami.;dante
2;29;8766;40;Or convien che Elicona per me versi,;dante
2;29;8767;41;e Uranìe m’aiuti col suo coro;dante
2;29;8768;42;forti cose a pensar mettere in versi.;dante
2;29;8769;43;Poco più oltre, sette alberi d’oro;dante
2;29;8770;44;falsava nel parere il lungo tratto;dante
2;29;8771;45;"del mezzo ch’era ancor tra noi e loro;";dante
2;29;8772;46;ma quand’i’ fui sì presso di lor fatto,;dante
2;29;8773;47;che l’obietto comun, che ’l senso inganna,;dante
2;29;8774;48;non perdea per distanza alcun suo atto,;dante
2;29;8775;49;la virtù ch’a ragion discorso ammanna,;dante
2;29;8776;50;sì com’elli eran candelabri apprese,;dante
2;29;8777;51;e ne le voci del cantare ’Osanna’.;dante
2;29;8778;52;Di sopra fiammeggiava il bello arnese;dante
2;29;8779;53;più chiaro assai che luna per sereno;dante
2;29;8780;54;di mezza notte nel suo mezzo mese.;dante
2;29;8781;55;Io mi rivolsi d’ammirazion pieno;dante
2;29;8782;56;al buon Virgilio, ed esso mi rispuose;dante
2;29;8783;57;con vista carca di stupor non meno.;dante
2;29;8784;58;Indi rendei l’aspetto a l’alte cose;dante
2;29;8785;59;che si movieno incontr’a noi sì tardi,;dante
2;29;8786;60;che foran vinte da novelle spose.;dante
2;29;8787;61;"La donna mi sgridò: ""Perché pur ardi";dante
2;29;8788;62;sì ne l’affetto de le vive luci,;dante
2;29;8789;63;"e ciò che vien di retro a lor non guardi?"".";dante
2;29;8790;64;Genti vid’io allor, come a lor duci,;dante
2;29;8791;65;"venire appresso, vestite di bianco;";dante
2;29;8792;66;e tal candor di qua già mai non fuci.;dante
2;29;8793;67;L’acqua imprendëa dal sinistro fianco,;dante
