cantica;canto;verse;text
Purgatorio;12;19-21;"onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a’ pïi dà de le calcagne;"
Purgatorio;12;22-24;sì vid’io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza.
Purgatorio;12;25-27;Vedea colui che fu nobil creato più ch’altra creatura, giù dal cielo folgoreggiando scender, da l’un lato.
Purgatorio;12;28-30;Vedëa Brïareo fitto dal telo celestïal giacer, da l’altra parte, grave a la terra per lo mortal gelo.
Purgatorio;12;31-33;Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d’i Giganti sparte.
Purgatorio;12;34-36;Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ’n Sennaàr con lui superbi fuoro.
Purgatorio;12;37-39;O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti!
Purgatorio;12;40-42;O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada!
Purgatorio;12;43-45;O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l’opera che mal per te si fé.
Purgatorio;12;46-48;"O Roboàm, già non par che minacci quivi ’l tuo segno; ma pien di spavento nel porta un carro, sanza ch’altri il cacci."
Purgatorio;12;49-51;Mostrava ancor lo duro pavimento come Almeon a sua madre fé caro parer lo sventurato addornamento.
Purgatorio;12;52-54;Mostrava come i figli si gittaro sovra Sennacherìb dentro dal tempio, e come, morto lui, quivi il lasciaro.
Purgatorio;12;55-57;"Mostrava la ruina e ’l crudo scempio che fé Tamiri, quando disse a Ciro: ""Sangue sitisti, e io di sangue t’empio""."
Purgatorio;12;58-60;Mostrava come in rotta si fuggiro li Assiri, poi che fu morto Oloferne, e anche le reliquie del martiro.
Purgatorio;12;61-63;"Vedeva Troia in cenere e in caverne; o Ilïón, come te basso e vile mostrava il segno che lì si discerne!"
Purgatorio;12;64-66;Qual di pennel fu maestro o di stile che ritraesse l’ombre e ’ tratti ch’ivi mirar farieno uno ingegno sottile?
Purgatorio;12;67-69;Morti li morti e i vivi parean vivi: non vide mei di me chi vide il vero, quant’io calcai, fin che chinato givi.
Purgatorio;12;70-72;Or superbite, e via col viso altero, figliuoli d’Eva, e non chinate il volto sì che veggiate il vostro mal sentero!}}
Purgatorio;12;73-75;Più era già per noi del monte vòlto e del cammin del sole assai più speso che non stimava l’animo non sciolto,
Purgatorio;12;76-78;"quando colui che sempre innanzi atteso andava, cominciò: ""Drizza la testa; non è più tempo di gir sì sospeso."
Purgatorio;12;79-81;"Vedi colà un angel che s’appresta per venir verso noi; vedi che torna dal servigio del dì l’ancella sesta."
Purgatorio;12;82-84;"Di reverenza il viso e li atti addorna, sì che i diletti lo ’nvïarci in suso; pensa che questo dì mai non raggiorna!""."
Purgatorio;12;85-87;Io era ben del suo ammonir uso pur di non perder tempo, sì che ’n quella materia non potea parlarmi chiuso.
Purgatorio;12;88-90;A noi venìa la creatura bella, biancovestito e ne la faccia quale par tremolando mattutina stella.}}
Purgatorio;12;91-93;"Le braccia aperse, e indi aperse l’ale; disse: ""Venite: qui son presso i gradi, e agevolemente omai si sale."
Purgatorio;12;94-96;"A questo invito vegnon molto radi: o gente umana, per volar sù nata, perché a poco vento così cadi?}}""."
Purgatorio;12;97-99;"Menocci ove la roccia era tagliata; quivi mi batté l’ali per la fronte; poi mi promise sicura l’andata."
Purgatorio;12;100-102;Come a man destra, per salire al monte dove siede la chiesa che soggioga la ben guidata sopra Rubaconte,
Purgatorio;12;103-105;"si rompe del montar l’ardita foga per le scalee che si fero ad etade ch’era sicuro il quaderno e la doga;"
Purgatorio;12;106-108;"così s’allenta la ripa che cade quivi ben ratta da l’altro girone; ma quinci e quindi l’alta pietra rade."
Purgatorio;12;109-111;Noi volgendo ivi le nostre persone, ’Beati pauperes spiritu!’ voci cantaron sì, che nol diria sermone.
Purgatorio;12;112-114;Ahi quanto son diverse quelle foci da l’infernali! ché quivi per canti s’entra, e là giù per lamenti feroci.}}
Purgatorio;12;115-117;Già montavam su per li scaglion santi, ed esser mi parea troppo più lieve che per lo pian non mi parea davanti.
Purgatorio;12;118-120;"Ond’io: ""Maestro, dì, qual cosa greve levata s’è da me, che nulla quasi per me fatica, andando, si riceve?""."
Purgatorio;12;121-123;"Rispuose: ""Quando i P che son rimasi ancor nel volto tuo presso che stinti, saranno, com’è l’un, del tutto rasi,"
Purgatorio;12;124-126;"fier li tuoi piè dal buon voler sì vinti, che non pur non fatica sentiranno, ma fia diletto loro esser sù pinti""."
Purgatorio;12;127-129;"Allor fec’io come color che vanno con cosa in capo non da lor saputa, se non che ’ cenni altrui sospecciar fanno;"
Purgatorio;12;130-132;"per che la mano ad accertar s’aiuta, e cerca e truova e quello officio adempie che non si può fornir per la veduta;"
Purgatorio;12;133-135;e con le dita de la destra scempie trovai pur sei le lettere che ’ncise quel da le chiavi a me sovra le tempie:
Purgatorio;12;136-136;a che guardando, il mio duca sorrise.
Purgatorio;13;1-3;Noi eravamo al sommo de la scala, dove secondamente si risega lo monte che salendo altrui dismala.
Purgatorio;13;4-6;"Ivi così una cornice lega dintorno il poggio, come la primaia; se non che l’arco suo più tosto piega."
Purgatorio;13;7-9;Ombra non lì è né segno che si paia: parsi la ripa e parsi la via schietta col livido color de la petraia.
Purgatorio;13;10-12;"""Se qui per dimandar gente s’aspetta"", ragionava il poeta, ""io temo forse che troppo avrà d’indugio nostra eletta""."
Purgatorio;13;13-15;"Poi fisamente al sole li occhi porse; fece del destro lato a muover centro, e la sinistra parte di sé torse."
Purgatorio;13;16-18;"""O dolce lume a cui fidanza i’ entro per lo novo cammin, tu ne conduci"", dicea, ""come condur si vuol quinc’entro."
Purgatorio;13;19-21;"Tu scaldi il mondo, tu sovr’esso luci; s’altra ragione in contrario non ponta, esser dien sempre li tuoi raggi duci""."
Purgatorio;13;22-24;"Quanto di qua per un migliaio si conta, tanto di là eravam noi già iti, con poco tempo, per la voglia pronta;"
Purgatorio;13;25-27;e verso noi volar furon sentiti, non però visti, spiriti parlando a la mensa d’amor cortesi inviti.
Purgatorio;13;28-30;La prima voce che passò volando ’Vinum non habent’altamente disse, e dietro a noi l’andò reïterando.
Purgatorio;13;31-33;E prima che del tutto non si udisse per allungarsi, un’altra ’I’ sono Oreste’ passò gridando, e anco non s’affisse.
Purgatorio;13;34-36;"""Oh!"", diss’io, ""padre, che voci son queste?"". E com’io domandai, ecco la terza dicendo: ’Amate da cui male aveste’."
Purgatorio;13;37-39;"E ’l buon maestro: ""Questo cinghio sferza la colpa de la invidia, e però sono tratte d’amor le corde de la ferza."
Purgatorio;13;40-42;"Lo fren vuol esser del contrario suono; credo che l’udirai, per mio avviso, prima che giunghi al passo del perdono."
Purgatorio;13;43-45;"Ma ficca li occhi per l’aere ben fiso, e vedrai gente innanzi a noi sedersi, e ciascun è lungo la grotta assiso""."
Purgatorio;13;46-48;"Allora più che prima li occhi apersi; guarda’ mi innanzi, e vidi ombre con manti al color de la pietra non diversi."
Purgatorio;13;49-51;E poi che fummo un poco più avanti, udia gridar: ’Maria òra per noi’: gridar ’Michele’ e ’Pietro’ e ’Tutti santi’.
Purgatorio;13;52-54;"Non credo che per terra vada ancoi omo sì duro, che non fosse punto per compassion di quel ch’i’ vidi poi;"
Purgatorio;13;55-57;ché, quando fui sì presso di lor giunto, che li atti loro a me venivan certi, per li occhi fui di grave dolor munto.
Purgatorio;13;58-60;Di vil ciliccio mi parean coperti, e l’un sofferia l’altro con la spalla, e tutti da la ripa eran sofferti.
Purgatorio;13;61-63;Così li ciechi a cui la roba falla, stanno a’ perdoni a chieder lor bisogna, e l’uno il capo sopra l’altro avvalla,
Purgatorio;13;64-66;perché ’n altrui pietà tosto si pogna, non pur per lo sonar de le parole, ma per la vista che non meno agogna.
Purgatorio;13;67-69;"E come a li orbi non approda il sole, così a l’ombre quivi, ond’io parlo ora, luce del ciel di sé largir non vole;"
Purgatorio;13;70-72;ché a tutti un fil di ferro i cigli fóra e cusce sì, come a sparvier selvaggio si fa però che queto non dimora.
Purgatorio;13;73-75;A me pareva, andando, fare oltraggio, veggendo altrui, non essendo veduto: per ch’io mi volsi al mio consiglio saggio.
Purgatorio;13;76-78;"Ben sapev’ei che volea dir lo muto; e però non attese mia dimanda, ma disse: ""Parla, e sie breve e arguto""."
Purgatorio;13;79-81;"Virgilio mi venìa da quella banda de la cornice onde cader si puote, perché da nulla sponda s’inghirlanda;"
Purgatorio;13;82-84;da l’altra parte m’eran le divote ombre, che per l’orribile costura premevan sì, che bagnavan le gote.
Purgatorio;13;85-87;"Volsimi a loro e: ""O gente sicura"", incominciai, ""di veder l’alto lume che ’l disio vostro solo ha in sua cura,"
Purgatorio;13;88-90;se tosto grazia resolva le schiume di vostra coscïenza sì che chiaro per essa scenda de la mente il fiume,
Purgatorio;13;91-93;"ditemi, ché mi fia grazioso e caro, s’anima è qui tra voi che sia latina; e forse lei sarà buon s’i’ l’apparo""."
Purgatorio;13;94-96;"""O frate mio, ciascuna è cittadina d’una vera città; ma tu vuo’ dire che vivesse in Italia peregrina""."
Purgatorio;13;97-99;Questo mi parve per risposta udire più innanzi alquanto che là dov’io stava, ond’io mi feci ancor più là sentire.
Purgatorio;13;100-102;"Tra l’altre vidi un’ombra ch’aspettava in vista; e se volesse alcun dir ’Come?’, lo mento a guisa d’orbo in sù levava."
Purgatorio;13;103-105;"""Spirto"", diss’io, ""che per salir ti dome, se tu se’ quelli che mi rispondesti, fammiti conto o per luogo o per nome""."
Purgatorio;13;106-108;"""Io fui sanese"", rispuose, ""e con questi altri rimendo qui la vita ria, lagrimando a colui che sé ne presti."
Purgatorio;13;109-111;Savia non fui, avvegna che Sapìa fossi chiamata, e fui de li altrui danni più lieta assai che di ventura mia.
Purgatorio;13;112-114;E perché tu non creda ch’io t’inganni, odi s’i’ fui, com’io ti dico, folle, già discendendo l’arco d’i miei anni.
Purgatorio;13;115-117;Eran li cittadin miei presso a Colle in campo giunti co’ loro avversari, e io pregava Iddio di quel ch’e’ volle.
Purgatorio;13;118-120;"Rotti fuor quivi e vòlti ne li amari passi di fuga; e veggendo la caccia, letizia presi a tutte altre dispari,"
Purgatorio;13;121-123;"tanto ch’io volsi in sù l’ardita faccia, gridando a Dio: ""Omai più non ti temo!"", come fé ’l merlo per poca bonaccia."
Purgatorio;13;124-126;"Pace volli con Dio in su lo stremo de la mia vita; e ancor non sarebbe lo mio dover per penitenza scemo,"
Purgatorio;13;127-129;se ciò non fosse, ch’a memoria m’ebbe Pier Pettinaio in sue sante orazioni, a cui di me per caritate increbbe.
Purgatorio;13;130-132;"Ma tu chi se’, che nostre condizioni vai dimandando, e porti li occhi sciolti, sì com’io credo, e spirando ragioni?""."
Purgatorio;13;133-135;"""Li occhi"", diss’io, ""mi fieno ancor qui tolti, ma picciol tempo, ché poca è l’offesa fatta per esser con invidia vòlti."
Purgatorio;13;136-138;"Troppa è più la paura ond’è sospesa l’anima mia del tormento di sotto, che già lo ’ncarco di là giù mi pesa""."
Purgatorio;13;139-141;"Ed ella a me: ""Chi t’ ha dunque condotto qua sù tra noi, se giù ritornar credi?"". E io: ""Costui ch’è meco e non fa motto."
Purgatorio;13;142-144;"E vivo sono; e però mi richiedi, spirito eletto, se tu vuo’ ch’i’ mova di là per te ancor li mortai piedi""."
Purgatorio;13;145-147;"""Oh, questa è a udir sì cosa nuova"", rispuose, ""che gran segno è che Dio t’ami; però col priego tuo talor mi giova."
Purgatorio;13;148-150;E cheggioti, per quel che tu più brami, se mai calchi la terra di Toscana, che a’ miei propinqui tu ben mi rinfami.
Purgatorio;13;151-153;"Tu li vedrai tra quella gente vana che spera in Talamone, e perderagli più di speranza ch'a trovar la Diana}};"
Purgatorio;13;154-154;"ma più vi perderanno li ammiragli""."
Purgatorio;14;1-3;"""Chi è costui che ’l nostro monte cerchia prima che morte li abbia dato il volo, e apre li occhi a sua voglia e coverchia?""."
Purgatorio;14;4-6;"""Non so chi sia, ma so ch’e’ non è solo; domandal tu che più li t’avvicini, e dolcemente, sì che parli, acco’ lo""."
Purgatorio;14;7-9;"Così due spirti, l’uno a l’altro chini, ragionavan di me ivi a man dritta; poi fer li visi, per dirmi, supini;"
Purgatorio;14;10-12;"e disse l’uno: ""O anima che fitta nel corpo ancora inver’ lo ciel ten vai, per carità ne consola e ne ditta"
Purgatorio;14;13-15;"onde vieni e chi se’; ché tu ne fai tanto maravigliar de la tua grazia, quanto vuol cosa che non fu più mai""."
Purgatorio;14;16-18;"E io: ""Per mezza Toscana si spazia un fiumicel che nasce in Falterona, e cento miglia di corso nol sazia."
Purgatorio;14;19-21;"Di sovr’esso rech’io questa persona: dirvi ch’i’ sia, saria parlare indarno, ché ’l nome mio ancor molto non suona""."
Purgatorio;14;22-24;"""Se ben lo ’ntendimento tuo accarno con lo ’ntelletto"", allora mi rispuose quei che diceva pria, ""tu parli d’Arno""."
Purgatorio;14;25-27;"E l’altro disse lui: ""Perché nascose questi il vocabol di quella riviera, pur com’om fa de l’orribili cose?""."
Purgatorio;14;28-30;"E l’ombra che di ciò domandata era, si sdebitò così: ""Non so; ma degno ben è che ’l nome di tal valle pèra;"
Purgatorio;14;31-33;ché dal principio suo, ov’è sì pregno l’alpestro monte ond’è tronco Peloro, che ’n pochi luoghi passa oltra quel segno,
Purgatorio;14;34-36;infin là ’ve si rende per ristoro di quel che ’l ciel de la marina asciuga, ond’ hanno i fiumi ciò che va con loro,
Purgatorio;14;37-39;vertù così per nimica si fuga da tutti come biscia, o per sventura del luogo, o per mal uso che li fruga:
Purgatorio;14;40-42;ond’ hanno sì mutata lor natura li abitator de la misera valle, che par che Circe li avesse in pastura.
Purgatorio;14;43-45;Tra brutti porci, più degni di galle che d’altro cibo fatto in uman uso, dirizza prima il suo povero calle.
Purgatorio;14;46-48;Botoli trova poi, venendo giuso, ringhiosi più che non chiede lor possa, e da lor disdegnosa torce il muso.
Purgatorio;14;49-51;"Vassi caggendo; e quant’ella più ’ngrossa, tanto più trova di can farsi lupi la maladetta e sventurata fossa."
Purgatorio;14;52-54;Discesa poi per più pelaghi cupi, trova le volpi sì piene di froda, che non temono ingegno che le occùpi.
Purgatorio;14;55-57;"Né lascerò di dir perch’altri m’oda; e buon sarà costui, s’ancor s’ammenta di ciò che vero spirto mi disnoda."
Purgatorio;14;58-60;Io veggio tuo nepote che diventa cacciator di quei lupi in su la riva del fiero fiume, e tutti li sgomenta.
Purgatorio;14;61-63;"Vende la carne loro essendo viva; poscia li ancide come antica belva; molti di vita e sé di pregio priva."
Purgatorio;14;64-66;"Sanguinoso esce de la trista selva; lasciala tal, che di qui a mille anni ne lo stato primaio non si rinselva""."
Purgatorio;14;67-69;Com’a l’annunzio di dogliosi danni si turba il viso di colui ch’ascolta, da qual che parte il periglio l’assanni,
Purgatorio;14;70-72;così vid’io l’altr’anima, che volta stava a udir, turbarsi e farsi trista, poi ch’ebbe la parola a sé raccolta.
Purgatorio;14;73-75;"Lo dir de l’una e de l’altra la vista mi fer voglioso di saper lor nomi, e dimanda ne fei con prieghi mista;"
Purgatorio;14;76-78;"per che lo spirto che di pria parlòmi ricominciò: ""Tu vuo’ ch’io mi deduca nel fare a te ciò che tu far non vuo’ mi."
Purgatorio;14;79-81;"Ma da che Dio in te vuol che traluca tanto sua grazia, non ti sarò scarso; però sappi ch’io fui Guido del Duca."
Purgatorio;14;82-84;Fu il sangue mio d’invidia sì rïarso, che se veduto avesse uom farsi lieto, visto m’avresti di livore sparso.
Purgatorio;14;85-87;"Di mia semente cotal paglia mieto; o gente umana, perché poni ’l core là ’v’è mestier di consorte divieto?"
Purgatorio;14;88-90;"Questi è Rinier; questi è ’l pregio e l’onore de la casa da Calboli, ove nullo fatto s’è reda poi del suo valore."
Purgatorio;14;91-93;"E non pur lo suo sangue è fatto brullo, tra ’l Po e ’l monte e la marina e ’l Reno, del ben richesto al vero e al trastullo;"
Purgatorio;14;94-96;ché dentro a questi termini è ripieno di venenosi sterpi, sì che tardi per coltivare omai verrebber meno.
Purgatorio;14;97-99;Ov’è ’l buon Lizio e Arrigo Mainardi? Pier Traversaro e Guido di Carpigna? Oh Romagnuoli tornati in bastardi!
Purgatorio;14;100-102;Quando in Bologna un Fabbro si ralligna? quando in Faenza un Bernardin di Fosco, verga gentil di picciola gramigna?}}
Purgatorio;14;103-105;Non ti maravigliar s’io piango, Tosco, quando rimembro, con Guido da Prata, Ugolin d’Azzo che vivette nosco,
Purgatorio;14;106-108;Federigo Tignoso e sua brigata, la casa Traversara e li Anastagi (e l’una gente e l’altra è diretata),
Purgatorio;14;109-111;le donne e ’ cavalier, li affanni e li agi che ne ’nvogliava amore e cortesia là dove i cuor son fatti sì malvagi.
Purgatorio;14;112-114;O Bretinoro, ché non fuggi via, poi che gita se n’è la tua famiglia e molta gente per non esser ria?
Purgatorio;14;115-117;"Ben fa Bagnacaval, che non rifiglia; e mal fa Castrocaro, e peggio Conio, che di figliar tai conti più s’impiglia."
Purgatorio;14;118-120;"Ben faranno i Pagan, da che ’l demonio lor sen girà; ma non però che puro già mai rimagna d’essi testimonio."
Purgatorio;14;121-123;O Ugolin de’ Fantolin, sicuro è ’l nome tuo, da che più non s’aspetta chi far lo possa, tralignando, scuro.
Purgatorio;14;124-126;"Ma va via, Tosco, omai; ch’or mi diletta troppo di pianger più che di parlare, sì m’ ha nostra ragion la mente stretta""."
Purgatorio;14;127-129;"Noi sapavam che quell’anime care ci sentivano andar; però, tacendo, facëan noi del cammin confidare."
Purgatorio;14;130-132;Poi fummo fatti soli procedendo, folgore parve quando l’aere fende, voce che giunse di contra dicendo:
Purgatorio;14;133-135;"’Anciderammi qualunque m’apprende’; e fuggì come tuon che si dilegua, se sùbito la nuvola scoscende."
Purgatorio;14;136-138;Come da lei l’udir nostro ebbe triegua, ed ecco l’altra con sì gran fracasso, che somigliò tonar che tosto segua:
Purgatorio;14;139-141;"""Io sono Aglauro che divenni sasso""; e allor, per ristrignermi al poeta, in destro feci, e non innanzi, il passo."
Purgatorio;14;142-144;"Già era l’aura d’ogne parte queta; ed el mi disse: ""Quel fu ’l duro camo che dovria l’uom tener dentro a sua meta."
Purgatorio;14;145-147;"Ma voi prendete l’esca, sì che l’amo de l’antico avversaro a sé vi tira; e però poco val freno o richiamo."
Purgatorio;14;148-150;"Chiamavi ’l cielo e ’ntorno vi si gira, mostrandovi le sue bellezze etterne, e l’occhio vostro pur a terra mira;"
Purgatorio;14;151-151;"onde vi batte chi tutto discerne""."
Purgatorio;15;1-3;Quanto tra l’ultimar de l’ora terza e ’l principio del dì par de la spera che sempre a guisa di fanciullo scherza,
Purgatorio;15;4-6;"tanto pareva già inver’ la sera essere al sol del suo corso rimaso; vespero là, e qui mezza notte era."
Purgatorio;15;7-9;E i raggi ne ferien per mezzo ’l naso, perché per noi girato era sì ’l monte, che già dritti andavamo inver’ l’occaso,
Purgatorio;15;10-12;"quand’io senti’ a me gravar la fronte a lo splendore assai più che di prima, e stupor m’eran le cose non conte;"
Purgatorio;15;13-15;ond’io levai le mani inver’ la cima de le mie ciglia, e fecimi ’l solecchio, che del soverchio visibile lima.
Purgatorio;15;16-18;Come quando da l'acqua o da lo specchio salta lo raggio a l'opposita parte, salendo sù per lo modo parecchio
Purgatorio;15;19-21;"a quel che scende, e tanto si diparte dal cader de la pietra in igual tratta}}, sì come mostra esperïenza e arte;"
Purgatorio;15;22-24;"così mi parve da luce rifratta quivi dinanzi a me esser percosso; per che a fuggir la mia vista fu ratta."
Purgatorio;15;25-27;"""Che è quel, dolce padre, a che non posso schermar lo viso tanto che mi vaglia"", diss’io, ""e pare inver’ noi esser mosso?""."
Purgatorio;15;28-30;"""Non ti maravigliar s’ancor t’abbaglia la famiglia del cielo"", a me rispuose: ""messo è che viene ad invitar ch’om saglia."
Purgatorio;15;31-33;"Tosto sarà ch’a veder queste cose non ti fia grave, ma fieti diletto quanto natura a sentir ti dispuose""."
Purgatorio;15;34-36;"Poi giunti fummo a l’angel benedetto, con lieta voce disse: ""Intrate quinci ad un scaleo vie men che li altri eretto""."
Purgatorio;15;37-39;Noi montavam, già partiti di linci, e ’Beati misericordes!’ fue cantato retro, e ’Godi tu che vinci!’.
Purgatorio;15;40-42;"Lo mio maestro e io soli amendue suso andavamo; e io pensai, andando, prode acquistar ne le parole sue;"
Purgatorio;15;43-45;"e dirizza’ mi a lui sì dimandando: ""Che volse dir lo spirto di Romagna, e 'divieto' e 'consorte' menzionando?}}""."
Purgatorio;15;46-48;"Per ch’elli a me: ""Di sua maggior magagna conosce il danno; e però non s’ammiri se ne riprende perché men si piagna."
Purgatorio;15;49-51;Perché s’appuntano i vostri disiri dove per compagnia parte si scema, invidia move il mantaco a’ sospiri.
Purgatorio;15;52-54;"Ma se l’amor de la spera supprema torcesse in suso il disiderio vostro, non vi sarebbe al petto quella tema;"
Purgatorio;15;55-57;"ché, per quanti si dice più lì ’nostro’, tanto possiede più di ben ciascuno, e più di caritate arde in quel chiostro""."
Purgatorio;15;58-60;"""Io son d’esser contento più digiuno"", diss’io, ""che se mi fosse pria taciuto, e più di dubbio ne la mente aduno."
Purgatorio;15;61-63;"Com’esser puote ch’un ben, distributo in più posseditor, faccia più ricchi di sé che se da pochi è posseduto?""."
Purgatorio;15;64-66;"Ed elli a me: ""Però che tu rificchi la mente pur a le cose terrene, di vera luce tenebre dispicchi."
Purgatorio;15;67-69;Quello infinito e ineffabil bene che là sù è, così corre ad amore com’a lucido corpo raggio vene.
Purgatorio;15;70-72;"Tanto si dà quanto trova d’ardore; sì che, quantunque carità si stende, cresce sovr’essa l’etterno valore."
Purgatorio;15;73-75;E quanta gente più là sù s’intende, più v’è da bene amare, e più vi s’ama, e come specchio l’uno a l’altro rende.
Purgatorio;15;76-78;E se la mia ragion non ti disfama, vedrai Beatrice, ed ella pienamente ti torrà questa e ciascun’altra brama.
Purgatorio;15;79-81;"Procaccia pur che tosto sieno spente, come son già le due, le cinque piaghe, che si richiudon per esser dolente""."
Purgatorio;15;82-84;Com’io voleva dicer ’Tu m’appaghe’, vidimi giunto in su l’altro girone, sì che tacer mi fer le luci vaghe.
Purgatorio;15;85-87;"Ivi mi parve in una visïone estatica di sùbito esser tratto, e vedere in un tempio più persone;"
Purgatorio;15;88-90;"e una donna, in su l’entrar, con atto dolce di madre dicer: ""Figliuol mio, perché hai tu così verso noi fatto?"
Purgatorio;15;91-93;"Ecco, dolenti, lo tuo padre e io ti cercavamo"". E come qui si tacque, ciò che pareva prima, dispario."
Purgatorio;15;94-96;Indi m’apparve un’altra con quell’acque giù per le gote che ’l dolor distilla quando di gran dispetto in altrui nacque,
Purgatorio;15;97-99;"e dir: ""Se tu se’ sire de la villa del cui nome ne’ dèi fu tanta lite, e onde ogne scïenza disfavilla,"
Purgatorio;15;100-102;"vendica te di quelle braccia ardite ch’abbracciar nostra figlia, o Pisistràto"". E ’l segnor mi parea, benigno e mite,"
Purgatorio;15;103-105;"risponder lei con viso temperato: ""Che farem noi a chi mal ne disira, se quei che ci ama è per noi condannato?""."
Purgatorio;15;106-108;"Poi vidi genti accese in foco d’ira con pietre un giovinetto ancider, forte gridando a sé pur: ""Martira, martira!""."
Purgatorio;15;109-111;E lui vedea chinarsi, per la morte che l’aggravava già, inver’ la terra, ma de li occhi facea sempre al ciel porte,
Purgatorio;15;112-114;orando a l’alto Sire, in tanta guerra, che perdonasse a’ suoi persecutori, con quello aspetto che pietà diserra.
Purgatorio;15;115-117;Quando l’anima mia tornò di fori a le cose che son fuor di lei vere, io riconobbi i miei non falsi errori.
Purgatorio;15;118-120;"Lo duca mio, che mi potea vedere far sì com’om che dal sonno si slega, disse: ""Che hai che non ti puoi tenere,"
Purgatorio;15;121-123;"ma se’ venuto più che mezza lega velando li occhi e con le gambe avvolte, a guisa di cui vino o sonno piega?""."
Purgatorio;15;124-126;"""O dolce padre mio, se tu m’ascolte, io ti dirò"", diss’io, ""ciò che m’apparve quando le gambe mi furon sì tolte""."
Purgatorio;15;127-129;"Ed ei: ""Se tu avessi cento larve sovra la faccia, non mi sarian chiuse le tue cogitazion, quantunque parve."
Purgatorio;15;130-132;Ciò che vedesti fu perché non scuse d’aprir lo core a l’acque de la pace che da l’etterno fonte son diffuse.
Purgatorio;15;133-135;"Non dimandai ""Che hai?"" per quel che face chi guarda pur con l’occhio che non vede, quando disanimato il corpo giace;"
Purgatorio;15;136-138;"ma dimandai per darti forza al piede: così frugar conviensi i pigri, lenti ad usar lor vigilia quando riede""."
Purgatorio;15;139-141;Noi andavam per lo vespero, attenti oltre quanto potean li occhi allungarsi contra i raggi serotini e lucenti.
Purgatorio;15;142-144;"Ed ecco a poco a poco un fummo farsi verso di noi come la notte oscuro; né da quello era loco da cansarsi."
Purgatorio;15;145-145;Questo ne tolse li occhi e l’aere puro.
Purgatorio;16;1-3;Buio d’inferno e di notte privata d’ogne pianeto, sotto pover cielo, quant’esser può di nuvol tenebrata,
Purgatorio;16;4-6;non fece al viso mio sì grosso velo come quel fummo ch’ivi ci coperse, né a sentir di così aspro pelo,
Purgatorio;16;7-9;"che l’occhio stare aperto non sofferse; onde la scorta mia saputa e fida mi s’accostò e l’omero m’offerse."
Purgatorio;16;10-12;Sì come cieco va dietro a sua guida per non smarrirsi e per non dar di cozzo in cosa che ’l molesti, o forse ancida,
Purgatorio;16;13-15;"m’andava io per l’aere amaro e sozzo, ascoltando il mio duca che diceva pur: ""Guarda che da me tu non sia mozzo""."
Purgatorio;16;16-18;Io sentia voci, e ciascuna pareva pregar per pace e per misericordia l’Agnel di Dio che le peccata leva.
Purgatorio;16;19-21;"Pur ’Agnus Dei’ eran le loro essordia; una parola in tutte era e un modo, sì che parea tra esse ogne concordia."
Purgatorio;16;22-24;"""Quei sono spirti, maestro, ch’i’ odo?"", diss’io. Ed elli a me: ""Tu vero apprendi, e d’iracundia van solvendo il nodo""."
Purgatorio;16;25-27;"""Or tu chi se’ che ’l nostro fummo fendi, e di noi parli pur come se tue partissi ancor lo tempo per calendi?""."
Purgatorio;16;28-30;"Così per una voce detto fue; onde ’l maestro mio disse: ""Rispondi, e domanda se quinci si va sùe""."
Purgatorio;16;31-33;"E io: ""O creatura che ti mondi per tornar bella a colui che ti fece, maraviglia udirai, se mi secondi""."
Purgatorio;16;34-36;"""Io ti seguiterò quanto mi lece"", rispuose; ""e se veder fummo non lascia, l’udir ci terrà giunti in quella vece""."
Purgatorio;16;37-39;"Allora incominciai: ""Con quella fascia che la morte dissolve men vo suso, e venni qui per l’infernale ambascia."
Purgatorio;16;40-42;E se Dio m’ ha in sua grazia rinchiuso, tanto che vuol ch’i’ veggia la sua corte per modo tutto fuor del moderno uso,
Purgatorio;16;43-45;"non mi celar chi fosti anzi la morte, ma dilmi, e dimmi s’i’ vo bene al varco; e tue parole fier le nostre scorte""."
Purgatorio;16;46-48;"""Lombardo fui, e fu’ chiamato Marco; del mondo seppi, e quel valore amai al quale ha or ciascun disteso l’arco."
Purgatorio;16;49-51;"Per montar sù dirittamente vai"". Così rispuose, e soggiunse: ""I’ ti prego che per me prieghi quando sù sarai""."
Purgatorio;16;52-54;"E io a lui: ""Per fede mi ti lego di far ciò che mi chiedi; ma io scoppio dentro ad un dubbio, s'io non me ne spiego.}}"
Purgatorio;16;55-57;Prima era scempio, e ora è fatto doppio ne la sentenza tua, che mi fa certo qui, e altrove, quello ov’io l’accoppio.
Purgatorio;16;58-60;"Lo mondo è ben così tutto diserto d’ogne virtute, come tu mi sone, e di malizia gravido e coverto;"
Purgatorio;16;61-63;"ma priego che m’addite la cagione, sì ch’i’ la veggia e ch’i’ la mostri altrui; ché nel cielo uno, e un qua giù la pone""."
