cantica;canto;cum_verse_number;verse_number;text;author;type
1;15;1950;52;Only as dawn rose, yesterday, I turned;kirkpatrick;translation
1;15;1951;53;aside. Then he – as yet again I turned –;kirkpatrick;translation
1;15;1952;54;appeared, and guides me on the road back home.’;kirkpatrick;translation
1;15;1953;55;‘If,’ so he answered, ‘you pursue your star,;kirkpatrick;translation
1;15;1954;56;then doubtless you will reach a glorious goal,;kirkpatrick;translation
1;15;1955;57;supposing, in the happy life, I knew you well.;kirkpatrick;translation
1;15;1956;58;And I myself (had not I died too soon),;kirkpatrick;translation
1;15;1957;59;seeing how kind the Heavens looked on you,;kirkpatrick;translation
1;15;1958;60;would willingly have helped you in your work.;kirkpatrick;translation
1;15;1959;61;But that malignant and ungrateful race;kirkpatrick;translation
1;15;1960;62;descending ab antico from Fiesole;kirkpatrick;translation
1;15;1961;63;(they still retain the taint of crag and hill);kirkpatrick;translation
1;15;1962;64;will act, because you act so well, as bitter foes.;kirkpatrick;translation
1;15;1963;65;That much is logical: no luscious ﬁg;kirkpatrick;translation
1;15;1964;66;can rightly thrive where small, sour sorbus grows.;kirkpatrick;translation
1;15;1965;67;The world, since ancient times, has known they’re blind.;kirkpatrick;translation
1;15;1966;68;The tribe is grasping, envious and proud.;kirkpatrick;translation
1;15;1967;69;Keep yourself clean of habits of their kind.;kirkpatrick;translation
1;15;1968;70;Fortune for you reserves such great renown;kirkpatrick;translation
1;15;1969;71;that both these factions – Black and White – will seek to;kirkpatrick;translation
1;15;1970;72;set their teeth in you. Keep goats from grass!;kirkpatrick;translation
1;15;1971;73;Well may these cattle from Fiesole;kirkpatrick;translation
1;15;1972;74;make themselves straw but never touch the sprout;kirkpatrick;translation
1;15;1973;75;that springs (if any does within their dung);kirkpatrick;translation
1;15;1974;76;to bring to life the sacred seed of Rome –;kirkpatrick;translation
1;15;1975;77;of those remaining when that ancient place;kirkpatrick;translation
1;15;1976;78;became the very home and nest of malice.’;kirkpatrick;translation
1;15;1977;79;‘If all,’ I said to him, ‘that I might ask;kirkpatrick;translation
1;15;1978;80;were answered, and in full, then you would not;kirkpatrick;translation
1;15;1979;81;be exiled, as you are, from human nature.;kirkpatrick;translation
1;15;1980;82;Fixed in my thoughts, and working at my heart,;kirkpatrick;translation
1;15;1981;83;an image of you still endures – a dear, good father – as, in;kirkpatrick;translation
1;15;1982;84;the world, you were when hour by hour;kirkpatrick;translation
1;15;1983;85;you taught me how a man becomes eternal.;kirkpatrick;translation
1;15;1984;86;How great my gratitude must be, will show,;kirkpatrick;translation
1;15;1985;87;while I still live, in all my tongue will tell.;kirkpatrick;translation
1;15;1986;88;I write, as you recount it here, the story;kirkpatrick;translation
1;15;1987;89;of my future course, and keep your words with others.;kirkpatrick;translation
1;15;1988;90;A lady, if I come to her, will comment.;kirkpatrick;translation
1;15;1989;91;On this point only I would have you clear:;kirkpatrick;translation
1;15;1990;92;that I, so long as conscience does not chide,;kirkpatrick;translation
1;15;1991;93;am well prepared for all that Fortune wills.;kirkpatrick;translation
1;15;1992;94;In what you vouch, my ears hear nothing new.;kirkpatrick;translation
1;15;1993;95;Let Fortune, therefore, do as Fortune pleases –;kirkpatrick;translation
1;15;1994;96;whirl at her wheel like yokels at their hoe.’;kirkpatrick;translation
1;15;1995;97;My teacher, who had now turned right-about,;kirkpatrick;translation
1;15;1996;98;looked back at me and ﬁxed me with his eye.;kirkpatrick;translation
1;15;1997;99;‘Those listen well,’ he said, ‘who take good note.’;kirkpatrick;translation
1;15;1998;100;So on I go, speaking with lawyer Brunetto.;kirkpatrick;translation
1;15;1999;101;I ask who his companions are, the great;kirkpatrick;translation
1;15;2000;102;and good, the eminent, and men of note.;kirkpatrick;translation
1;15;2001;103;‘Of some,’ he said, ‘you’re right to want to know.;kirkpatrick;translation
1;15;2002;104;More laudable of others not to speak.;kirkpatrick;translation
1;15;2003;105;Our time would be too short for all that din.;kirkpatrick;translation
1;15;2004;106;But all of them, be sure, were men of learning,;kirkpatrick;translation
1;15;2005;107;authorities and dons of world renown,;kirkpatrick;translation
1;15;2006;108;besmirched, when living, with the self-same sin.;kirkpatrick;translation
1;15;2007;109;And so, among this dismal crowd, runs Priscian.;kirkpatrick;translation
1;15;2008;110;D’Accorso, too – the Prof. And if you yearn;kirkpatrick;translation
1;15;2009;111;to set your eyes on such-like mangy scabs,;kirkpatrick;translation
1;15;2010;112;you could. That bishop there! The Slave of Slaves;kirkpatrick;translation
1;15;2011;113;transferred him to Vicenza from the Arno.;kirkpatrick;translation
1;15;2012;114;He left his muscles, ill-distended, there.;kirkpatrick;translation
1;15;2013;115;I would say more. Yet further I may not;kirkpatrick;translation
1;15;2014;116;advance nor any longer talk with you.;kirkpatrick;translation
1;15;2015;117;I see new smoke there, rising from the sand.;kirkpatrick;translation
1;15;2016;118;I can’t consort with those who now draw near.;kirkpatrick;translation
1;15;2017;119;My Treasury – may that commend itself.;kirkpatrick;translation
1;15;2018;120;In that, I still live on. I ask no more.’;kirkpatrick;translation
1;15;2019;121;Around he swung. To me he seemed like one;kirkpatrick;translation
1;15;2020;122;who, in the ﬁelds around Verona, runs;kirkpatrick;translation
1;15;2021;123;for that ﬁne prize, a length of green festoon.;kirkpatrick;translation
1;15;2022;124;He seemed to be the one that wins, not loses.;kirkpatrick;translation
1;16;2023;1;I stood already where the roar and boom;kirkpatrick;translation
1;16;2024;2;of waters falling to the next great ring;kirkpatrick;translation
1;16;2025;3;could now be heard – a rumble like a beehive.;kirkpatrick;translation
1;16;2026;4;But then appeared, together, at the run,;kirkpatrick;translation
1;16;2027;5;three shadows, swerving from a further squad;kirkpatrick;translation
1;16;2028;6;of those in rasping torment from the rain.;kirkpatrick;translation
1;16;2029;7;Towards us, as they came, each cried aloud:;kirkpatrick;translation
1;16;2030;8;‘Stop there! To us, it seems, you’re dressed like one who;kirkpatrick;translation
1;16;2031;9;travels from our own degenerate homeland.’;kirkpatrick;translation
1;16;2032;10;No! No! I saw how branded by the bite;kirkpatrick;translation
1;16;2033;11;of ﬁre their limbs all were. New wounds! Old scars!;kirkpatrick;translation
1;16;2034;12;This, though mere memory, still brings me pain.;kirkpatrick;translation
1;16;2035;13;My teacher paused, attending to their cries.;kirkpatrick;translation
1;16;2036;14;And then, his eyes on me, he said: ‘Now wait.;kirkpatrick;translation
1;16;2037;15;We owe to these men here some courtesy.;kirkpatrick;translation
1;16;2038;16;Indeed, were not the nature of this place;kirkpatrick;translation
1;16;2039;17;to shoot down barbs of ﬁre, then haste (I’d say);kirkpatrick;translation
1;16;2040;18;should properly be shown by you, not them.’;kirkpatrick;translation
1;16;2041;19;And so again, as now we came to rest,;kirkpatrick;translation
1;16;2042;20;they all began the song they’d sung before;kirkpatrick;translation
1;16;2043;21;and, turning, formed among themselves a wheel.;kirkpatrick;translation
1;16;2044;22;Compare: prize wrestlers, with their bare skin oiled,;kirkpatrick;translation
1;16;2045;23;circle – until they clash, then punch and gouge –;kirkpatrick;translation
1;16;2046;24;in search of some advantage, grip or hold.;kirkpatrick;translation
1;16;2047;25;These likewise. As they wheeled around, each ﬁxed;kirkpatrick;translation
1;16;2048;26;their glances hard on me. And so their necks;kirkpatrick;translation
1;16;2049;27;turned counter always to the track they trod.;kirkpatrick;translation
1;16;2050;28;‘The misery,’ thus one began, ‘of these;kirkpatrick;translation
1;16;2051;29;vile sands may render us, and all our prayers,;kirkpatrick;translation
1;16;2052;30;contemptible, our faces, too, now black and burned.;kirkpatrick;translation
1;16;2053;31;But let our reputations bend your heart.;kirkpatrick;translation
1;16;2054;32;And who are you – now tell – whose living step,;kirkpatrick;translation
1;16;2055;33;in perfect safety, scours the paths of Hell?;kirkpatrick;translation
1;16;2056;34;This man, whose prints my own feet trample on,;kirkpatrick;translation
1;16;2057;35;although he now goes naked, shorn of hair,;kirkpatrick;translation
1;16;2058;36;was once of higher rank than you’d imagine.;kirkpatrick;translation
1;16;2059;37;Grandson by birth of our good Gualdrada,;kirkpatrick;translation
1;16;2060;38;he was, by title, Conte Guido Guerra.;kirkpatrick;translation
1;16;2061;39;Much he achieved alive with mind and sword.;kirkpatrick;translation
1;16;2062;40;The other next to him who ﬂails the sand;kirkpatrick;translation
1;16;2063;41;is Lord Tegghiaio of the Aldobrands.;kirkpatrick;translation
1;16;2064;42;He ought to have more pleased the world in word.;kirkpatrick;translation
1;16;2065;43;I, in excruciating pain with them,;kirkpatrick;translation
1;16;2066;44;was Iacopo Rusticucci. And, yes,;kirkpatrick;translation
1;16;2067;45;it was my wife who did me greatest harm.’;kirkpatrick;translation
1;16;2068;46;If only I’d had cover from the ﬁre,;kirkpatrick;translation
1;16;2069;47;I’d willingly have ﬂung myself among them.;kirkpatrick;translation
1;16;2070;48;(I think my teacher would have suﬀered this.);kirkpatrick;translation
1;16;2071;49;But since, down there, I’d soon have singed and baked,;kirkpatrick;translation
1;16;2072;50;fear got the better of the good intent;kirkpatrick;translation
1;16;2073;51;that stirred my appetite for their embrace.;kirkpatrick;translation
1;16;2074;52;So I began: ‘Great grief, not scornfulness,;kirkpatrick;translation
1;16;2075;53;to see your state was planted in my heart;kirkpatrick;translation
1;16;2076;54;(and only slowly will it shed its leaves);kirkpatrick;translation
1;16;2077;55;the instant that my lord, in words to me,;kirkpatrick;translation
1;16;2078;56;led all my inner thoughts to understand;kirkpatrick;translation
1;16;2079;57;that persons such as you might soon come by.;kirkpatrick;translation
1;16;2080;58;I am of your place, too. So, I have heard –;kirkpatrick;translation
1;16;2081;59;and always with aﬀection have proclaimed –;kirkpatrick;translation
1;16;2082;60;the deeds you’ve done and honour of your name.;kirkpatrick;translation
1;16;2083;61;I now take leave of galling fruits, to seek;kirkpatrick;translation
1;16;2084;62;sweet apples, promised by my lord in truth,;kirkpatrick;translation
1;16;2085;63;but ﬁrst must reach the centre of the circle.’;kirkpatrick;translation
1;16;2086;64;‘Long may your soul lead forth your living limbs!’;kirkpatrick;translation
1;16;2087;65;So, in reply, said one of them. ‘And – grant;kirkpatrick;translation
1;16;2088;66;your fame may long shine after you! – then say:;kirkpatrick;translation
1;16;2089;67;do courtesy and valour dwell, as once;kirkpatrick;translation
1;16;2090;68;they did, within the circuit of our city walls?;kirkpatrick;translation
1;16;2091;69;Or have they utterly departed thence?;kirkpatrick;translation
1;16;2092;70;Report of this, from courtly Borsiere;kirkpatrick;translation
1;16;2093;71;(who only joined us here of late, and goes;kirkpatrick;translation
1;16;2094;72;with our companions there), has caused us pain.’;kirkpatrick;translation
1;16;2095;73;‘That race of newly rich, and rapid gains,;kirkpatrick;translation
1;16;2096;74;these seeds, Fiorenza, bring to ﬂower in you;kirkpatrick;translation
1;16;2097;75;excess and pride. And you already weep for that.’;kirkpatrick;translation
1;16;2098;76;With head thrown back, I cried this, all aloud,;kirkpatrick;translation
1;16;2099;77;and they, the three (accepting this response),;kirkpatrick;translation
1;16;2100;78;glanced each to each like those who’ve heard plain truth.;kirkpatrick;translation
1;16;2101;79;‘If at so little cost,’ they said, ‘you speak;kirkpatrick;translation
1;16;2102;80;so well and satisfy what others seek,;kirkpatrick;translation
1;16;2103;81;then you may happily pronounce at will.;kirkpatrick;translation
1;16;2104;82;And so, should you escape from these dark haunts,;kirkpatrick;translation
1;16;2105;83;and go once more to see the lovely stars,;kirkpatrick;translation
1;16;2106;84;when you, with pleasure, say that “I was there”,;kirkpatrick;translation
1;16;2107;85;then do, we beg you, speak of us to others.’;kirkpatrick;translation
1;16;2108;86;With this they broke their wheel and, as they ﬂed, their;kirkpatrick;translation
1;16;2109;87;agile limbs in ﬂight were quick as wings.;kirkpatrick;translation
1;16;2110;88;No ‘amen’ ever was so swiftly said;kirkpatrick;translation
1;16;2111;89;as these three disappeared before our eyes.;kirkpatrick;translation
1;16;2112;90;And now my teacher thought that we could leave.;kirkpatrick;translation
1;16;2113;91;I came behind. But now, not travelling far,;kirkpatrick;translation
1;16;2114;92;the sound of the water was so near at hand;kirkpatrick;translation
1;16;2115;93;that we could scarcely hear each other speak.;kirkpatrick;translation
1;16;2116;94;Compare: a river, near its native source,;kirkpatrick;translation
1;16;2117;95;runs through the eastern Apennines due east,;kirkpatrick;translation
1;16;2118;96;and ﬁrst descends the slopes of Monte Viso.;kirkpatrick;translation
1;16;2119;97;Its tranquil name up there is Acqua Cheta.;kirkpatrick;translation
1;16;2120;98;But then, on ﬂowing to its lower bed,;kirkpatrick;translation
1;16;2121;99;at Forlì it assumes a diﬀerent mode,;kirkpatrick;translation
1;16;2122;100;and thunders here, in one great bound, above;kirkpatrick;translation
1;16;2123;101;the Alp Saint Benedict, where – were it eased;kirkpatrick;translation
1;16;2124;102;from ledge to ledge – the height would need a thousand.;kirkpatrick;translation
1;16;2125;103;So, likewise, down through one great shattered force,;kirkpatrick;translation
1;16;2126;104;we found, resounding there, a blackened stream –;kirkpatrick;translation
1;16;2127;105;the din of which would soon have stunned our ears.;kirkpatrick;translation
1;16;2128;106;Around my waist I wore a braided cord,;kirkpatrick;translation
1;16;2129;107;and had on past occasion thought, by this,;kirkpatrick;translation
1;16;2130;108;to snare the leopard with its painted hide.;kirkpatrick;translation
1;16;2131;109;My leader told me I should slip this oﬀ.;kirkpatrick;translation
1;16;2132;110;And when I’d got it wound from round my waist,;kirkpatrick;translation
1;16;2133;111;I handed it across in twisted knots.;kirkpatrick;translation
1;16;2134;112;And then he turned towards his right-hand side,;kirkpatrick;translation
1;16;2135;113;and ﬂung it, bunched, some distance from the bank.;kirkpatrick;translation
1;16;2136;114;It fell, to ﬁnd the depths of that great sink.;kirkpatrick;translation
1;16;2137;115;‘Astounding things,’ I told myself, ‘are bound;kirkpatrick;translation
1;16;2138;116;to come at this astounding sign, which now;kirkpatrick;translation
1;16;2139;117;my master follows with his waiting eye.’;kirkpatrick;translation
1;16;2140;118;How cautious we must always be when faced;kirkpatrick;translation
1;16;2141;119;with those who, far beyond observing deeds,;kirkpatrick;translation
1;16;2142;120;can gaze in wisdom on our very thoughts.;kirkpatrick;translation
1;16;2143;121;So now he said: ‘There soon shall rise what I;kirkpatrick;translation
1;16;2144;122;expect (what you in thought now dream) will come.;kirkpatrick;translation
1;16;2145;123;All shall be, soon, uncovered to your eyes.’;kirkpatrick;translation
1;16;2146;124;Always, to every truth that looks, in face,;kirkpatrick;translation
1;16;2147;125;like lies, one ought (quite ﬁrmly) bar the lip;kirkpatrick;translation
1;16;2148;126;lest, guiltless, what one says should still bring shame.;kirkpatrick;translation
1;16;2149;127;I cannot, though, be silent here. Reader,;kirkpatrick;translation
1;16;2150;128;I swear by every rhyme this comedy;kirkpatrick;translation
1;16;2151;129;has caused to chime (may it not lack long favour);kirkpatrick;translation
1;16;2152;130;that now, through dark and fatty air, I saw –;kirkpatrick;translation
1;16;2153;131;to strike sheer wonder in the steadiest heart –;kirkpatrick;translation
1;16;2154;132;approaching us a ﬁgure swimming up,;kirkpatrick;translation
1;16;2155;133;as any diver might who’d gone below;kirkpatrick;translation
1;16;2156;134;to loose an anchor snagged on rocks (or something;kirkpatrick;translation
1;16;2157;135;other, hidden in the sea) and now comes back,;kirkpatrick;translation
1;16;2158;136;arms stretching high, legs drawn to make the stroke.;kirkpatrick;translation
1;17;2159;1;‘Behold! The beast who soars with needle tail;kirkpatrick;translation
1;17;2160;2;through mountains, shattering shields and city walls!;kirkpatrick;translation
1;17;2161;3;Behold! The beast that stinks out all the world!’;kirkpatrick;translation
1;17;2162;4;To me, my lord spoke thus, then beckoned up;kirkpatrick;translation
1;17;2163;5;the monster to approach the jutting prow;kirkpatrick;translation
1;17;2164;6;that marked the end of all our marble paths.;kirkpatrick;translation
1;17;2165;7;It came, that ﬁlthy image of deceit.;kirkpatrick;translation
1;17;2166;8;Its head and trunk it grounded on the shore.;kirkpatrick;translation
1;17;2167;9;It did not draw its tailpiece to the bank.;kirkpatrick;translation
1;17;2168;10;The face was that of any honest man,;kirkpatrick;translation
1;17;2169;11;the outer skin all generosity.;kirkpatrick;translation
1;17;2170;12;Its timber, though, was serpent through and through:;kirkpatrick;translation
1;17;2171;13;two clawing grabs, and hairy to the armpits,;kirkpatrick;translation
1;17;2172;14;its back and breast and ribcage all tattooed;kirkpatrick;translation
1;17;2173;15;with knot designs and spinning little whorls.;kirkpatrick;translation
1;17;2174;16;No Turk or Tartar wove a ﬁner drape,;kirkpatrick;translation
1;17;2175;17;more many-coloured in its pile or tuft.;kirkpatrick;translation
1;17;2176;18;Nor did Arachne thread such tapestries.;kirkpatrick;translation
1;17;2177;19;Compare: on foreshores, sometimes, dinghies stand;kirkpatrick;translation
1;17;2178;20;in water partly, partly on the shingle –;kirkpatrick;translation
1;17;2179;21;as likewise, in the land of drunken Germans,;kirkpatrick;translation
1;17;2180;22;beavers will do, advancing their attack.;kirkpatrick;translation
1;17;2181;23;So did this beast – the worst that there can be – there on;kirkpatrick;translation
1;17;2182;24;the rocky rim that locks the sand.;kirkpatrick;translation
1;17;2183;25;Out into emptiness it swung its tail,;kirkpatrick;translation
1;17;2184;26;and twisted upwards its venomous fork.;kirkpatrick;translation
1;17;2185;27;The tip was armed like any scorpion’s.;kirkpatrick;translation
1;17;2186;28;My leader said: ‘We need to bend our path;kirkpatrick;translation
1;17;2187;29;a little further down, towards that vile;kirkpatrick;translation
1;17;2188;30;monstrosity that’s lolling underneath.’;kirkpatrick;translation
1;17;2189;31;So down we went, towards the right-hand pap.;kirkpatrick;translation
1;17;2190;32;Ten paces, and we’d reached the very edge,;kirkpatrick;translation
1;17;2191;33;stepping well clear of ﬂames and burning shoals.;kirkpatrick;translation
1;17;2192;34;And then, on getting to that spot, I saw,;kirkpatrick;translation
1;17;2193;35;a little further on along the sandbar,;kirkpatrick;translation
1;17;2194;36;a group just sitting near the gaping waste.;kirkpatrick;translation
1;17;2195;37;And here my teacher said: ‘To carry back;kirkpatrick;translation
1;17;2196;38;experience of the ring that we’re now in,;kirkpatrick;translation
1;17;2197;39;go over there and look at their behaviour.;kirkpatrick;translation
1;17;2198;40;But do not stay to talk at any length.;kirkpatrick;translation
1;17;2199;41;Till you return, I’ll parley with this thing,;kirkpatrick;translation
1;17;2200;42;for him to grant us use of his great thews.’;kirkpatrick;translation
1;17;2201;43;So once again, along the outward brow;kirkpatrick;translation
1;17;2202;44;of Circle Seven I progressed alone;kirkpatrick;translation
1;17;2203;45;to where there sat these souls in misery.;kirkpatrick;translation
1;17;2204;46;The pain they felt erupted from their eyes.;kirkpatrick;translation
1;17;2205;47;All up and down and round about, their hands;kirkpatrick;translation
1;17;2206;48;sought remedies for burning air and ground.;kirkpatrick;translation
1;17;2207;49;Dogs in the heat of summer do the same,;kirkpatrick;translation
1;17;2208;50;stung by the bluebottle, gadﬂy and ﬂea,;kirkpatrick;translation
1;17;2209;51;swatting at swarms with paw pads or with snout.;kirkpatrick;translation
1;17;2210;52;On some of these – these faces under showers;kirkpatrick;translation
1;17;2211;53;of grievous, never-ceasing rain – I set my eyes.;kirkpatrick;translation
1;17;2212;54;I recognized no single one, but noticed;kirkpatrick;translation
1;17;2213;55;around the neck of each a cash bag hung;kirkpatrick;translation
1;17;2214;56;(each with its own insignia and blaze),;kirkpatrick;translation
1;17;2215;57;on which their staring eyes appeared to graze.;kirkpatrick;translation
1;17;2216;58;So I, too, gazing, passed among them all,;kirkpatrick;translation
1;17;2217;59;and saw, imprinted on a yellow purse,;kirkpatrick;translation
1;17;2218;60;a blue device, in face and pose a lion.;kirkpatrick;translation
1;17;2219;61;Then, as my view went trundling further on,;kirkpatrick;translation
1;17;2220;62;I saw another, with a blood-red ﬁeld –;kirkpatrick;translation
1;17;2221;63;the goose it bore was whiter, far, than butter.;kirkpatrick;translation
1;17;2222;64;And then I heard (from one whose neat, white sack;kirkpatrick;translation
1;17;2223;65;was marked in azure with a pregnant sow):;kirkpatrick;translation
1;17;2224;66;‘What are you after in this awful hole?;kirkpatrick;translation
1;17;2225;67;Do go away! Yet you – as Vitaliano is –;kirkpatrick;translation
1;17;2226;68;are still alive. Then understand me, please:;kirkpatrick;translation
1;17;2227;69;he’ll sit on my left ﬂank, my one-time neighbour.;kirkpatrick;translation
1;17;2228;70;I’m Paduan, among these Florentines,;kirkpatrick;translation
1;17;2229;71;and often they all thunder in my ears:;kirkpatrick;translation
1;17;2230;72;“Oh, let him come,” they’ll scream, “that sovereign knight,;kirkpatrick;translation
1;17;2231;73;who’ll bring the bag that bears three rampant goats.’”;kirkpatrick;translation
1;17;2232;74;At which, in throes, he wrenched his mouth awry;kirkpatrick;translation
1;17;2233;75;and ox-like curled his tongue to lick his nose.;kirkpatrick;translation
1;17;2234;76;And I, who feared that, if I lingered long,;kirkpatrick;translation
1;17;2235;77;I’d irritate the one who’d said ‘Be brief’,;kirkpatrick;translation
1;17;2236;78;now turned my back upon these worn-out souls.;kirkpatrick;translation
1;17;2237;79;My leader, I discovered there, had jumped;kirkpatrick;translation
1;17;2238;80;already on that fearsome creature’s rump.;kirkpatrick;translation
1;17;2239;81;‘Come on,’ he urged, ‘be stalwart and courageous.;kirkpatrick;translation
1;17;2240;82;From now on we’ll descend by stairs like these.;kirkpatrick;translation
1;17;2241;83;Mount at the front so I can come between,;kirkpatrick;translation
1;17;2242;84;to see the tail won’t bring you any harm.’;kirkpatrick;translation
1;17;2243;85;Like someone shivering as the grip of ‘ﬂu;kirkpatrick;translation
1;17;2244;86;spreads over him, pale to the ﬁngernails,;kirkpatrick;translation
1;17;2245;87;who trembles merely at the sight of shade…;kirkpatrick;translation
1;17;2246;88;well, that was me, as these words carried over.;kirkpatrick;translation
1;17;2247;89;The threat of shame, however, when one’s lord;kirkpatrick;translation
1;17;2248;90;is near, emboldens one to serve him well.;kirkpatrick;translation
1;17;2249;91;I settled down between those gruesome shoulders.;kirkpatrick;translation
1;17;2250;92;I wished to say (my voice, though, would not come): ‘Yes.;kirkpatrick;translation
1;17;2251;93;Please! Be sure you hold me very ﬁrm.’;kirkpatrick;translation
1;17;2252;94;He, who in many an earlier ‘perhaps’;kirkpatrick;translation
1;17;2253;95;had aided me, as soon as I got on,;kirkpatrick;translation
1;17;2254;96;ﬂinging his arms around me, hugged me tight,;kirkpatrick;translation
1;17;2255;97;and said: ‘Go on, then, Geryon. Cast out!;kirkpatrick;translation
1;17;2256;98;Wheel wide about to make a smooth descent.;kirkpatrick;translation
1;17;2257;99;Think of the strange new burden on your back.’;kirkpatrick;translation
1;17;2258;100;Slowly astern, astern, as ferries leave;kirkpatrick;translation
1;17;2259;101;the quay where they had docked, so he moved out.;kirkpatrick;translation
1;17;2260;102;Then, only when he felt himself ride free,;kirkpatrick;translation
1;17;2261;103;he turned the tail where breast had been before,;kirkpatrick;translation
1;17;2262;104;and – stretching long, as eels might do – set sail, paddling;kirkpatrick;translation
1;17;2263;105;the air towards him with his paws.;kirkpatrick;translation
1;17;2264;106;No greater fear (so, truly, I believe);kirkpatrick;translation
1;17;2265;107;was felt as Phaeton let the reins go loose,;kirkpatrick;translation
1;17;2266;108;and scorched the sky as still it is today,;kirkpatrick;translation
1;17;2267;109;nor yet by ill-starred Icarus – his loins;kirkpatrick;translation
1;17;2268;110;unfeathering as the wax grew warm – to whom;kirkpatrick;translation
1;17;2269;111;his father screamed aloud: ‘You’re going wrong!’;kirkpatrick;translation
1;17;2270;112;And then with fear I saw, on every side,;kirkpatrick;translation
1;17;2271;113;that I was now in air, and every sight;kirkpatrick;translation
1;17;2272;114;extinguished, save my view of that great beast.;kirkpatrick;translation
1;17;2273;115;So swimming slowly, it goes on its way.;kirkpatrick;translation
1;17;2274;116;It wheels. It descends. This I don’t notice –;kirkpatrick;translation
1;17;2275;117;except an upward breeze now fans my face.;kirkpatrick;translation
1;17;2276;118;By then I heard, beneath us to the right,;kirkpatrick;translation
1;17;2277;119;the roar of some appalling cataract.;kirkpatrick;translation
1;17;2278;120;And so I leant my head out, looking down.;kirkpatrick;translation
1;17;2279;121;More timorous of falling still, I saw;kirkpatrick;translation
1;17;2280;122;that there were ﬁres down there and heard shrill screams.;kirkpatrick;translation
1;17;2281;123;Trembling, I huddled back and locked my thighs.;kirkpatrick;translation
1;17;2282;124;And then I saw, as I had not before,;kirkpatrick;translation
1;17;2283;125;the going-down – the spirals of great harm –;kirkpatrick;translation
1;17;2284;126;on every side now coming ever nearer.;kirkpatrick;translation
1;17;2285;127;A falcon, having long been on the wing,;kirkpatrick;translation
1;17;2286;128;and seeing neither lure nor bird to prey on,;kirkpatrick;translation
1;17;2287;129;compels the falconer to sigh: ‘You’re coming in,’;kirkpatrick;translation
1;17;2288;130;then sinks down wearily to where it left so fast.;kirkpatrick;translation
1;17;2289;131;A hundred turns – and then, far from its lord,;kirkpatrick;translation
1;17;2290;132;it lands, disdainful, spiteful in its scorn.;kirkpatrick;translation
1;17;2291;133;So, too, did Geryon, to place us on the ﬂoor,;kirkpatrick;translation
1;17;2292;134;the very foot of that sheer, towering cliﬀ.;kirkpatrick;translation
1;17;2293;135;And then, unburdened of our persons now,;kirkpatrick;translation
1;17;2294;136;vanished at speed like barbed bolt from a bow.;kirkpatrick;translation
1;18;2295;1;There is in Hell a place called Rottenpockets,;kirkpatrick;translation
1;18;2296;2;rock, all rock, its colour rusted iron,;kirkpatrick;translation
1;18;2297;3;as is the wall that circles all around.;kirkpatrick;translation
1;18;2298;4;Dead in the centre of that poisoned plain;kirkpatrick;translation
1;18;2299;5;a well yawns open – empty, broad and deep.;kirkpatrick;translation
1;18;2300;6;Of that (when it’s ‘convenient’) I’ll have my say.;kirkpatrick;translation
1;18;2301;7;For now, between the well mouth and the clench;kirkpatrick;translation
1;18;2302;8;of cliﬀ, a circling belt goes round, its ﬂoor divided into ten;kirkpatrick;translation
1;18;2303;9;deep trenches.;kirkpatrick;translation
1;18;2304;10;Compare: to guard the outer walls of castles,;kirkpatrick;translation
1;18;2305;11;moats in concentric multiples are dug,;kirkpatrick;translation
1;18;2306;12;and form the ﬁgure of a wheel around them.;kirkpatrick;translation
1;18;2307;13;That was the pattern that these trenches made.;kirkpatrick;translation
1;18;2308;14;And where, from fortresses, pontoons run out;kirkpatrick;translation
1;18;2309;15;to link each threshold to the other shore,;kirkpatrick;translation
1;18;2310;16;so, at the bottom of the precipice,;kirkpatrick;translation
1;18;2311;17;radials ride over every bank and ditch;kirkpatrick;translation
1;18;2312;18;till, at the pit, they’re stopped and then sucked in.;kirkpatrick;translation
1;18;2313;19;This was the place where – shaken from the spine;kirkpatrick;translation
1;18;2314;20;of Geryon – we found ourselves. The poet;kirkpatrick;translation
1;18;2315;21;took the left-hand fork. I followed in his track.;kirkpatrick;translation
1;18;2316;22;Then, to my right, I saw fresh suﬀering:;kirkpatrick;translation
1;18;2317;23;new whips, new torments and new torturers,;kirkpatrick;translation
1;18;2318;24;and Pocket One, with these, was all a-ﬂutter.;kirkpatrick;translation
1;18;2319;25;Down in those depths, stark naked, there were sinners;kirkpatrick;translation
1;18;2320;26;who came, on this side of a line, face on,;kirkpatrick;translation
1;18;2321;27;and faster, in our direction, on the other.;kirkpatrick;translation
1;18;2322;28;The Romans, in the Jubilee, devised;kirkpatrick;translation
1;18;2323;29;a way for pilgrims and pedestrians,;kirkpatrick;translation
1;18;2324;30;in all their multitudes, to cross the Bridge;kirkpatrick;translation
1;18;2325;31;so that, on one side (making for Saint Peter’s),;kirkpatrick;translation
1;18;2326;32;they faced the Castle and, conversely, took;kirkpatrick;translation
1;18;2327;33;the other lane when heading for the Hill.;kirkpatrick;translation
1;18;2328;34;This way, that way, over the dismal rock,;kirkpatrick;translation
1;18;2329;35;there were (I saw them!) horny demons lashing,;kirkpatrick;translation
1;18;2330;36;lashing at the rear with vicious scourges.;kirkpatrick;translation
1;18;2331;37;Ouch! Even at the ﬁrst stroke they lifted;kirkpatrick;translation
1;18;2332;38;their trotters; and none of them, for certain,;kirkpatrick;translation
